,de,en
3600,"Zweitens: Was haben wir zu tun, um dort, wo die Katastrophe passiert ist, zu helfen?","Secondly, what can we do to help the area in which the disaster happens?"
3601,"Nun möchte ich Ihnen sagen, daß meine Kollegin, Frau de Palacio, bereits drei ganz konkrete Vorschläge in das Interservice-Verfahren gegeben hat.","Now I think you should know that my colleague, Mrs de Palacio, has already included three very specific proposals in the interservice procedure."
3602,"Ich hoffe, daß die Kommission diese Vorschläge noch im März beschließen wird, um in bezug auf die Vorbeugung weiterzukommen.","I hope that the Commission will adopt these proposals before the end of March, for this will enable us to make progress on the preventative measures front."
3603,Diese drei Vorschläge sind ganz konkret.,These three proposals are quite specific.
3604,"Erstens, daß man die nationalen Kontrollen der Schiffsicherheit verstärkt. Zweitens, daß man die Kommissionskontrollen gegenüber jenen Organisationen verstärkt, die die Sicherheitsbedingungen an Bord der Schiffe zu bewerten haben.","Firstly, it is proposed that national supervision of ship safety should be stepped up and secondly, that the Commission' s supervision of the organisations responsible for assessing safety conditions on board ships should be reinforced."
3605,"Drittens wollen wir nach einer gewissen Übergangszeit überhaupt verbieten, daß Einwandtanker noch weiter durch EU-Gewässer fahren dürfen.","Thirdly, following a transition period, we want single-hulled tankers to be completely banned from travelling through EU waters."
3606,"Ich glaube, mit diesen Maßnahmen werden wir tatsächlich einen echten Fortschritt erzielen.",I believe these measures will enable us to make true progress.
3607,"Darüber hinaus sind im Verlauf des Jahres weitere Maßnahmen geplant, und im Rahmen dieser weiteren Maßnahmen werden wir sicher auch die Frage der Billigflaggen prüfen.","In addition, further measures have been planned for later in the year, and we will certainly examine the flags of convenience issue in the process."
3608,"Was die Hilfen anbetrifft, so wurde von mehreren gefordert, daß die Budgetlinie für Entschädigungen wieder eingerichtet wird.","As far as aid is concerned, many people have asked for the budget line for compensation to be re-instated."
3609,"Ich möchte Sie aber bitten, auch nachzuschauen, wie hoch diese Budgetlinie dotiert war.","However, I would ask you to recall how much money was earmarked for this budget line."
3610,"Mit dem Geld, das auf dieser Budgetlinie vorhanden war, kann man von einer wirklichen Hilfe nicht sprechen.",The money available under this line was not a meaningful amount in aid terms.
3611,"Ich kann mich gut erinnern, wie wir hier in diesem Haus im Zusammenhang mit BSE große Debatten geführt haben, was das Ganze eigentlich für ein Placebo ist und in Wirklichkeit nichts hilft.","I clearly remember having major debates in this House on BSE, and people saying what a placebo it all was and how it would do no good at all in reality."
3612,"Spürbare Hilfe können wir nur über die Programme, so wie ich das dargelegt habe, leisten.",The only way to deliver aid of any consequence is through the programmes I have described to you.
3613,Hier - darauf habe ich hingewiesen - liegt jetzt zunächst die Initiative bei der französischen Regierung.,"As I have already indicated, the ball is now in the French Government' s court."
3614,"Ich habe Ihnen zugesagt, sobald wir die Programme von Frankreich bekommen werden, daß wir diese sehr rasch prüfen und auch genehmigen werden.","I have given you my promise that as soon as we receive the programmes from France, we will examine and also approve them with all haste."
3615,"Herr Präsident, eines der wichtigsten Ziele der Mittelmeerpolitik der Europäischen Union ist es, am Friedensprozeß zwischen Israel und den arabischen Staaten und insbesondere zwischen Israel und der Palästinensischen Autonomiebehörde wirkungsvoll teilzunehmen und diesen Prozeß, wo immer es geht, tatkräftig zu unterstützen.","Mr President, one of the most important goals of the European Union' s Mediterranean policy is to make a positive contribution to the peace process between Israel and the Arab states, and in particular between Israel and the authorities of the Palestinian autonomous area, and to give this process our energetic support, wherever possible."
3616,"Im wirtschaftlichen Bereich bedeutet dies, daß nach dem bestehenden Abkommen die Märkte Europas für Produkte aus Israel und dem autonomen Gebiet der Palästinenser geöffnet sind.","In economic terms, this means that according to the existing agreement, Europe' s markets are open to products from Israel and from the Palestinians' autonomous area."
3617,"Dabei gilt, daß Exporte aus dem israelischen Staatsgebiet und Exporte aus dem derzeitigen palästinensischen Territorium in die Europäische Union Gegenstand einer Vorzugsbehandlung der Europäischen Union sind.","Furthermore, exports from the territory of the State of Israel and the current Palestinian territories to the European Union receive preferential treatment from the European Union."
3618,"Für besetzte Gebiete, die im Rahmen des Friedensprozesses in einer neuen Grenzregelung dem Staatsgebiet des einen oder anderen Landes noch endgültig zugeordnet werden müssen, sind streng rechtlich gesehen Vorzugsregelungen dieser Art noch nicht vorgesehen und im einzelnen noch zu präzisieren.","Provision has not yet been made in the strictly legal sense for preferential arrangements of this kind to be enjoyed by occupied areas which have yet to be assigned definitively to the national territory of one country or the other, under the terms of the peace process and a new border settlement, and these arrangements have yet to be specified in detail."
3619,Darüber sind wir mit der Kommission einig.,We agree with the Commission on this.
3620,"Wichtig wäre also jetzt, daß Israel auf seinem Staatsgebiet und die Palästinenser auf ihrem vorläufigen Territorium die rechtlich einwandfreie Anwendung dieser konkreten Vorzugsregelung sicherstellen.","Therefore, it would make good sense now for Israel to guarantee the legally irreproachable application of this concrete preferential arrangement on its national territory, and for the Palestinians to do the same in respect of their interim territory."
3621,"Wir sind aber zugleich dafür, den direkt betroffenen Parteien für diese besetzten Gebiete - und Herr Kommissar, Sie haben das angesprochen - zeitlich genügend Spielraum für eine Verhandlungslösung zu geben.","However, we are also in favour of allowing the direct representatives of these occupied territories enough time to reach a negotiated settlement, which is something you mentioned Commissioner."
3622,"Im Endergebnis sollte der erleichterte Marktzugang zur Europäischen Union für alle Erzeuger gelten, seien es Israelis oder Palästinenser, sobald Zug um Zug mit dem Aufbau eines zukünftigen palästinensischen Staates die territorialen Fragen endgültig gelöst sein werden.","Ultimately, all producers, be they Israeli or Palestinian, should be afforded easier access to the European Union market once the territorial issues have been conclusively resolved, which will come step-by-step with the construction of a future Palestinian state."
3623,"Die Europäische Union sollte also weiter zur Lösung des Problems beitragen und es nicht durch ihr Verhalten noch verschärfen, indem sie jetzt einseitige Schuldzuweisungen vornimmt, die nichts bringen.","Therefore, the European Union should help to move the process on, and not behave in such a way as to exacerbate the situation, i.e. by apportioning blame to one party, which achieves nothing."
3624,"Für die große Mehrheit der EVP-Fraktion fordere ich daher Israel, die Palästinenser - und Arafats Haltung ist ein ermutigendes Anzeichen dafür - und die Kommission auf, die direkten Sondierungsgespräche zu verstärken, um bald zu einer Regelung dieser noch offenen Handelsfrage zwischen der Europäischen Union einerseits und Israel und der Palästinensischen Autonomiebehörde andererseits zu kommen.","And so, on behalf of the vast majority of the PPE-DE Group, I urge Israel, the Palestinians - and President Arafat' s stance is an encouraging sign in this respect - and the Commission, to step up the direct exploratory talks, so as to settle this as yet unresolved trade issue between the European Union, on the one hand, and Israel and the Palestinian autonomous authorities, on the other."
3625,"Lassen Sie mich daher die Kommission - Herrn Vitorino und Herrn Lamy - ermuntern, den Friedensprozeß weiterhin durch diskretes, aber auf Zusammenarbeit ausgerichtetes Handeln zu unterstützen, wobei die berechtigten Interessen der palästinensischen Erzeuger unterstützt werden, so wie es das Parlament seit 10 Jahren praktiziert hat, und wobei gleichzeitig unsere engen Handelsbeziehungen mit Israel und seinen Erzeugern weiter ausgebaut werden.","Therefore, with your permission, I would like to encourage the Commission - Mr Vitorino and Mr Lamy - to continue to support the peace process by taking a discreet but cooperation-orientated line, supporting the legitimate interests of Palestinian producers - as Parliament has done for ten years now - and, at the same time, building on our close trade ties with Israel and its producers."
3626,"Herr Präsident, meine Damen und Herren! Über die Rechtslage und die sich daraus für Israel ergebenden Verpflichtungen gibt es keinen Dissens, auch nicht über die Tatsache, daß es Unregelmäßigkeiten gegeben hat.","Mr President, we are all agreed on the legal position and the commitments arising from this for Israel, as we are on the fact that irregularities have occurred."
3627,Entsprechend wurden ja auch gegenüber Israel Kontrollen angemahnt.,We have urged Israel to exercise supervision accordingly.
3628,Die Kommission steht darüber mit Israel in Kontakt. Der Kommissar hat es dargelegt.,The Commission is in touch with Israel about this and the Commissioner has made a statement on this.
3629,"Nach meinen Informationen gibt es aber derzeit keine gravierenden Fälle, und es handelt sich auch nur um kleine Volumina gemessen am Gesamtumfang des Handels.","According to the information I have received, however, there are no serious cases at present, and we are only talking small amounts in the context of the total volume of trade."
3630,Was machen wir politisch daraus?,What should our policy be?
3631,Ich will es mal vom Ende her beschreiben.,I will start at the end and work back.
3632,"Unser gemeinsames Ziel sollte es doch sein, wenn es den international anerkannten Staat Palästina einmal gibt, daß dieser ein inhaltlich identisches Abkommen im Verhältnis zur EU bekommt wie Israel.","Surely it should be our common goal, once the internationally-recognised State of Palestine is in place, for there to be an agreement between the State of Palestine and the EU which is identical in content to that between Israel and the EU."
3633,Das wäre unsererseits ein wichtiger und konkreter Beitrag zur Erleichterung der wirtschaftlichen Zusammenarbeit zwischen Israel und seinem unmittelbaren Umfeld.,This would constitute an important and practical contribution on our part towards facilitating cooperation between Israel and its immediate environs.
3634,"Es macht daher auch heute keinen Sinn, und niemand profitiert davon, gewachsene Verflechtungen in der Infrastruktur, im Arbeitsmarkt, in den Vermarktungsstrukturen zu zerschlagen.","Therefore it does not make sense, and benefits no one, to break up evolved interweavings in the infrastructure, in the labour market and in the marketing structures."
3635,Die Kommission hat die Sache aus guten Gründen nicht hochgekocht.,The Commission has not stirred up the matter for good reason.
3636,Wir brauchen in diesem komplizierten Friedensprozeß keine weiteren Nebenkriegsschauplätze.,We do not need any more secondary theatres of war in this complicated peace process.
3637,In einer Übergangsphase sollten meiner Meinung nach daher alle bestehenden Abmachungen und Praktiken von allen respektiert werden.,"Therefore, in my view, all existing agreements and practices should be respected by all parties in a transition period."
3638,"Das ist etwas, was die Hauptbeteiligten - Israel und die Palästinensische Autonomiebehörde - bei entsprechend gutem Willen am besten untereinander regeln.","This is something that is best left to the main protagonists - Israel and the Palestinian autonomous authorities - to sort out amongst themselves, with an appropriate amount of good will."
3639,"Das heißt unter anderem, auch Israel muß aufhören, das Interimsabkommen zwischen der EU und der Palästinensischen Autonomiebehörde zu ignorieren und zu hintertreiben.",One of the implications of this is that Israel must stop ignoring and blocking the interim agreement between the EU and the Palestinian autonomous authorities.
3640,"Aber auch den Kritikern der bisherigen israelischen Praxis möchte ich zurufen: Was hätte ein Palästinenser davon, wenn sein israelischer Arbeitgeber, der auch im Gazastreifen oder der Westbank ein paar Apfelsinen anbaut, jetzt dort den Laden zumacht und ins Kernland zurückgeht?","But I also have an appeal to make to the critics of the Israelis' former practice: what good does it do a Palestinian, if his Israeli employer, who grows a few oranges in the Gaza Strip or on the Left Bank, shuts up shop there and goes back into the heartland?"
3641,Nichts!,None at all!
3642,Er würde arbeitslos.,He is out of a job.
3643,"Davon profitieren auf allen Seiten letztlich nur die, denen es nicht um die Aussöhnung zwischen Israelis und Palästinensern geht, sondern die über eine Radikalisierung andere Ziele erreichen wollen.","At the end of the day, the only people to profit from this on all sides are those who are not interested in reconciliation between Israelis and Palestinians, rather they have goals of their own which they seek to achieve by radicalising the situation."
3644,Indirekt profitieren vielleicht auch Obstproduzenten innerhalb der EU.,EU fruit producers might also stand to benefit indirectly.
3645,"Aber ich unterstelle nicht, daß das eine Hintergrundmotivation für das Puschen dieses Themas hier im Parlament war.","However, I assume this was not an ulterior motive for pushing the issue here in Parliament."
3646,"Ich rate uns allen daher: Machen wir in dieser Übergangszeit nichts kaputt, was wir anschließend mit viel Geld wieder aufbauen müßten!","Therefore, my advice to everyone is this: let us not break anything up during this transition period that we would have to rebuild at great expense further down the line."
3647,"Herr Präsident, meine sehr geehrten Damen und Herren Abgeordnete, meine Damen und Herren! Zunächst, Herr Abgeordneter Varela Suanzes-Carpegna, möchte ich festhalten, daß ich, wenn das Parlament ruft, klarerweise immer zur Verfügung stehe, und das habe ich auch in der Vergangenheit, glaube ich, ausreichend bewiesen.","Mr President, ladies and gentlemen, firstly, Mr Varela Suanzes-Carpegna, I would like to stress that when Parliament calls, naturally I will make myself available, and I believe I have demonstrated this to your satisfaction in the past."
3648,"Was die Verschmutzung der Westküste Frankreichs aufgrund des Untergangs der Erika anbetrifft, so ist uns bewußt, welche massiven, gewaltigen Schäden diese Katastrophe verursacht hat, die noch dazu dadurch verstärkt wurden, daß zur selben Zeit dieser große Sturm an der Westküste Frankreichs herrschte.","As far as the contamination of the west coast of France is concerned, which came about following the sinking of the Erika, we know what extensive and terrible damage this disaster has caused, and that this was further exacerbated by the fact that the disaster coincided with a major storm off the west coast of France."
3649,"Das ausgetretene Öl und der Sturm zusammen haben insbesondere die Austernbänke und die Muschelzucht massiv kontaminiert, zum Teil sogar völlig zerstört.","The combined effect of the oil spillage and the storm caused massive contamination, with the oyster banks and mussel culture being hardest hit and completely obliterated in parts."
3650,"Darüber hinaus sind auch verschiedene Schäden im Fischereisektor, insbesondere bei Fangnetzen aufgetreten.","In addition, the fisheries sector has suffered various kinds of damage, particularly to nets."
3651,Die Fischerei mußte daher auch aufgrund der Ölpest in einigen Zonen eingestellt werden.,"Consequently, fishing activities had to be suspended in some zones on account of this oil pestilence."
3652,"Wir arbeiten hier sehr intensiv mit den französischen Behörden zusammen, und die zuständige Kommissarin ist gerade dabei, Maßnahmen zur Verbesserung der Sicherheit auf See insgesamt zu prüfen und, wenn notwendig, entsprechende Vorschläge an die Kommission heranzutragen, damit derartige Ereignisse in Zukunft gar nicht mehr vorkommen können.","We are working in very close cooperation with the French authorities on this and the competent Commissioner is already in the process of examining the whole package of measures for improving safety at sea and, if necessary, will present proposals to the Commission accordingly, so as to preclude any such incidents from happening in future."
3653,"Die Gemeinschaft muß sich mit der betroffenen Bevölkerung solidarisch zeigen, und wir müssen wirklich alle Möglichkeiten - hier stimme ich dem Herrn Abgeordneten Varela Suanzes-Carpegna völlig zu - nutzen, um helfen zu können.",The Community must show solidarity with the victims and we must use every available opportunity - I am completely with Mr Varela Suanzes-Carpegna on this - to provide assistance.
3654,Im Fischerei- und im Aquakultursektor - und nur für diese Sektoren kann ich hier sprechen - steht dafür in erster Linie das Finanzinstrument für die Ausrichtung der Fischerei zur Verfügung.,The primary instrument available to the fisheries and aquaculture sectors for such eventualities - and I can only speak for these sectors here - is the financial instrument for the alignment of fisheries.
3655,"Die Mittel können im Rahmen des französischen Fischerei-Strukturprogramms für die Jahre 2000 bis 2006 eingesetzt werden, und die französischen Behörden haben uns mitgeteilt, daß sie beabsichtigen, ihr Programm in der nächsten Woche nach Brüssel zu übermitteln.","The funds can be employed under the terms of the French fisheries-structural programme for 2000-2006, and the French authorities have informed us that they intend to send their programme to Brussels next week."
3656,Bis zum Jahr 2006 stehen Frankreich 225 Millionen Euro für Strukturmaßnahmen zur Verfügung.,EUR 225 million will be available to France for structural measures up until the year 2006.
3657,Wie kann man im Rahmen dieser Möglichkeiten einerseits den Fischern und andererseits den Muschel- und Austernzüchtern helfen?,"Working within this range of options, how can we help the fishermen on the one hand, and the mussel and oyster farmers on the other?"
3658,"Was die Fischer anbelangt, so besteht hier die Möglichkeit einer Entschädigung für die Fischer und Schiffseigner, und zwar eine Entschädigung bis zu 50 % mit staatlicher Beteiligung für die Schäden, die sich aus der vorübergehenden Einstellung ihrer Tätigkeit ergeben.","It is possible that fishermen and ship-owners will receive compensation for the damages incurred on account of the temporary suspension of their activities, with up to 50% being financed by the state."
3659,"Hier ist die Gemeinschaft bereit, 50 % kozufinanzieren.",The Community is prepared to co-finance 50% of this.
3660,"Die Höhe der Entschädigung kann Frankreich festsetzen, das ist sein ausschließliches Recht, wobei insgesamt 9 Millionen Euro zur Verfügung stehen.","France has the exclusive right to determine the level of compensation, and a total of EUR 9 million are available to this end."
3661,Wie kann man nun den Austern- und Muschelzüchtern helfen?,So how can we help the oyster and mussel farmers?
3662,Die Mittel können für die Reinigung der Austernbecken eingesetzt werden.,The funds could be used for cleaning the oyster vats.
3663,Es können neue Ausrüstungen für die Austernbecken angeschafft bzw. zerstörte Aquakulturausrüstungen instandgesetzt werden.,"New equipment could be procured for the oyster vats, or damaged aquaculture equipment could be repaired."
3664,"Es können die Abwässer aus Aquakulturanlagen geklärt werden, und daneben können Regelungen zur Verbesserung und Überwachung der Qualität der Rückverfolgbarkeit und auch der Hygiene finanziert werden.","The effluent from aquaculture installations could be treated and, in addition, regulations for improving and monitoring the quality of follow-up and hygiene could be financed."
3665,Denkbar wäre unter anderem auch eine generelle Verkaufsförderungskampagne.,"Another idea worth considering, among others, would be a general sales promotion campaign."
3666,"Wenn wir noch in diesem Monat die Anträge von seiten Frankreichs bekommen, dann ist es auch möglich, die Erstattungsfähigkeit rückwirkend zum 1.1.2000 festzusetzen.","If France submits its claims to us before the end of this month, then it will be possible to backdate the compensation to 1.1.2000."
3667,"Wir sind von seiten der Kommission jedenfalls bereit, den Antrag sofort, wenn wir ihn bekommen, zu prüfen und auch rasch zu genehmigen, damit die Hilfe für die Betroffenen unmittelbar in Gang gesetzt werden kann.","At all events, we are prepared, for the Commission' s part, to examine the claim as soon as we receive it, and we will also approve it quickly, so as to be able to get the aid for the victims off the ground with immediate effect."
3668,"Herr Präsident! Ihre Ausführungen soeben, Herr Fischler, stimmen mich optimistisch.","Mr President, I am encouraged by what you have just said, Mr Fischler."
3669,Das Ausmaß der Katastrophe vor der bretonischen Küste ist wirklich enorm.,The disaster off the coast of Brittany is truly enormous in scale.
3670,"Die wirtschaftlichen und ökologischen Auswirkungen der Havarie des Öltankers Erika sind so groß, daß wir uns zum zweiten Mal innerhalb von wenigen Wochen mit diesem Thema in diesem Hause beschäftigen; das zu Recht.","The accident involving the oil tanker Erika has had such a huge economic and ecological impact that this is the second time we have dealt with this issue in the space of a few weeks, and rightly so."
3671,"Ein ganzer Wirtschaftszweig, die Fischerei und Aquakultur und die damit zusammenhängenden Arbeitsplätze, ist in Frage gestellt.","A whole branch of industry, fisheries and aquaculture and the jobs they generate, hangs in the balance."
3672,Da können und dürfen wir eben nicht tatenlos zusehen.,"We cannot, and must not, stand idly by in the face of this."
3673,Schöne Reden und heiße Tränen helfen nicht weiter.,Fine speeches and bitter tears are not much use.
3674,"Ob wir zwei, acht oder sechzehn Stunden reden, davon wird kein Fisch lebendig und kein bretonischer Fischer satt.","We could talk for two, eight, or sixteen hours, but it would not bring fish back to life or put food in a Breton fisherman' s stomach."
3675,Solidarität drückt sich eben nicht nur in Worten aus.,There is certainly more to solidarity than making speeches.
3676,"Deshalb kann unser Entschließungsantrag nur ein erster Schritt sein, dem Taten, d. h. Maßnahmen folgen müssen, die endlich dafür sorgen, daß derartige Katastrophen nicht mehr passieren, und vor allem nie mehr vor Europas Küsten.","That is why our motion for a resolution can only be a first step, and deeds, i.e. measures, must then follow which will at last serve to ensure that never again will there be a disaster of this kind, particularly off the coast of Europe."
3677,In der vorliegenden fraktionsübergreifenden Entschließung fordern wir die Anerkennung des Verursacherprinzips.,"We demand recognition of the polluter pays principle in this motion, which has the overall support of the groups."
3678,Wir fordern weiter eine unbürokratische Hilfe für die in ihrer Existenz gefährdeten Fischer und Aquakulturbetreiber.,We also demand red tape-free aid for the fishermen and aquaculture operators whose livelihoods are under threat.
3679,Dies darf jedoch nicht zu einer wettbewerbsverzerrenden Dauersubvention führen.,"However, this must not become a competition-distorting, long-term subsidy."
3680,"Wir fordern auch, den Seeverkehr sicherer zu gestalten, und wir wollen insgesamt ein besseres Monitoring.",We also demand improved safety conditions for sea traffic and we want there to be better monitoring overall.
3681,"Die Kommission, wie wir gehört haben, packt an.","As we have heard, the Commission is getting stuck in."
3682,Ein Treffen mit Vertretern der Industrie soll die Vorschläge der Kommission bekanntmachen.,A meeting with representatives of industry is to make the Commission' s proposals known.
3683,"Angesprochen wird dabei nicht nur die Notwendigkeit strengerer Hafenstaatkontrollen, sondern auch der künftig zwingende Einsatz von Doppelwandtankern.","The need for more stringent Port State Control will not be the only subject of discussion on this occasion, as the pressing need to deploy double-hulled tankers in the future will also be on the agenda."
3684,Ich begrüße das sehr.,I welcome this with open arms.
3685,Aber meine Forderungen gehen darüber hinaus.,"My demands go further, however."
3686,Die Erika hat das Faß zum Überlaufen gebracht.,The Erika is the straw that broke the camel' s back.
3687,"Für die Sicherheit und den präventiven Schutz der europäischen Küsten und den Fortbestand der Fischerei als einem anerkannten Wirtschaftsfaktor brauchen wir eine europäische Umweltküstenwache und ein maritimes Datennetz zur effektiven Zusammenarbeit der Mitgliedstaaten, wie wir es gestern eingeklagt haben.","In the interests of the safety and protection, through preventative measures, of European coastal areas, and of the continued existence of the fisheries sector as an established economic factor, we need a European environmental coastguard and a maritime data network affording effective cooperation between the Member States, which is what we were appealing for yesterday."
3688,Hier ist Europa gefordert.,This is the challenge Europe faces.
3689,Europas Glaubwürdigkeit steht auf dem Spiel.,Europe' s credibility is at stake.
3690,"Eine weitere Katastrophe, die wir lediglich mit einigen Reden begleiten, können wir uns nicht leisten!",We cannot afford to have another disaster where all we do is make a few speeches!
3691,"Herr Präsident, Herr Guterres, Herr Prodi, meine sehr verehrten Damen und Herren! Es ist erfreulich, daß die Kommission und die portugiesische Ratspräsidentschaft Vollbeschäftigung als Ziel europäischer Politik ausrufen.","Mr President, Mr Guterres, Mr Prodi, ladies and gentlemen, it is pleasing to hear the Commission and the Portuguese Presidency declaring full employment to be an aim of European policy."
3692,"Dem stimme ich zu, doch zu einem zukunftsfähigen Leitbild der Vollbeschäftigung gehören vor allem qualifizierte und sozial gesicherte Arbeitsplätze.","I agree that this should be so, but to be successful in the future a model of full employment requires, above all, professional and socially secure jobs."
3693,"Wir müssen die Wirtschafts- und Arbeitswelt so gestalten, daß die Erwerbsarbeit ökologisch tragfähig wird.",We need to structure the economy and the world of work in such a way that gainful employment becomes worthwhile.
3694,"Sie setzen vor allem auf weitere deregulierende Wirtschaftsreformen im Binnenmarkt, auf die Internet-Revolution, auf e-commerce und e-business als Jobmaschine.","You are relying mainly on further deregulation in the internal market, on the Internet revolution and on e-commerce and e-business to be job machines."
3695,Mit dieser Politik können sie das Versprechen der Vollbeschäftigung nicht einlösen.,This policy will not allow you to keep your promise of full employment.
3696,Wirtschaftsreformen wie die Liberalisierung des Energiebinnenmarktes haben zu einem scharfen Wettbewerb und zahlreichen Fusionen geführt.,Economic reforms such as the liberalisation of the internal energy market have led to stiff competition and numerous mergers.
3697,"Das hat Arbeitsplätze gekostet, und dieser Trend setzt sich fort.",This has cost jobs and the trend is continuing.
3698,Herr Bangemann hatte schon Mitte der 90er Jahre ein gigantisches Jobwachstum durch die Informationsgesellschaft versprochen.,"As early as the mid-nineties, Mr Bangemann promised a huge increase in jobs due to the information society."
3699,Das Ergebnis ist ernüchternd.,The result is sobering.
3700,"Die Zuwächse bei Medien, Mobilfunk und Software konnten die Jobverluste im Telekommunikationssektor, in der Elektronikindustrie und die Rationalisierungseffekte der Informationstechnologien in anderen Wirtschaftsbereichen nicht ausgleichen.","The growth in media, mobile radio communication and software was not able to compensate for the job losses in the telecommunications sector and in the electronics industry, and for the rationalisation resulting from the introduction of information technology in other sectors of the economy."
3701,"Wenn ich sehe, daß viele Unternehmen im e-commerce zwar eine gigantische Börsenkapitalisierung haben, aber im operativen Geschäft ständig Verluste machen, stimmt mich dies nicht unbedingt optimistischer.","When I see that many companies engaged in e-commerce admittedly have huge market capitalisation, but that their actual business is constantly making losses, this does not necessarily make me feel any more optimistic."
3702,Sicher haben e-commerce und e-business eine große Zukunft.,E-commerce and e-business certainly have a great future.
3703,Doch ihr Beitrag zum Beschäftigungswachstum wird von ihren Protagonisten in fast religiöser Form überhöht.,But their contribution to employment growth is overstated almost religiously by their proponents.
3704,"Deshalb glaube ich, daß wir einen anderen policy mix für eine neue Politik der Vollbeschäftigung brauchen.",That is why I believe that we need a different policy mix for a new policy of full employment.
3705,"Das heißt erstens eine entspanntere Geldpolitik, eine Haushaltspolitik zur Stärkung von Erweiterungs- und Zukunftsinvestitionen und eine produktivitätsorientierte Lohnpolitik, um Impulse für die europäische Binnennachfrage und das Arbeitsplatzwachstum zu setzen.","That means, firstly, greater easing of monetary policy, a budgetary policy designed to strengthen investment in expansion and in the future, and a wages policy geared to productivity, so as to stimulate internal European demand and generate more jobs."
3706,Zweitens eine Strategie drastischer Arbeitszeitverkürzung und Umverteilung der Arbeit zwischen Frauen und Männern.,"Secondly, it means a strategy to make drastic cuts in working time and redistribute work between men and women."
3707,"Drittens den Ausbau öffentlich geförderter Beschäftigung in ökologisch tragfähigen Wirtschaftssektoren und eine entsprechend zukunftsfähige Innovationspolitik, insbesondere verbunden mit der Stärkung des klein- und mittelständischen Bereiches.","Thirdly, it means more state support for employment in ecologically sound sectors of the economy and a suitably future-oriented innovation policy linked in particular to boosting small and medium-sized enterprises."
3708,Viertens geht es um eine emanzipatorische Arbeitsmarktpolitik.,"Fourthly, this is about an emancipatory labour market policy."
3709,"Damit ist eine Absage an Niedriglohnsektorstrategien und Arbeitspflichtmodelle für Einfacharbeiten verbunden, denn nur mit einer breit angelegten Bildungsoffensive können wir eine hinreichende Basis für qualifizierte Arbeitskräfte für die Wissensgesellschaft, für ökoeffiziente, soziale und kulturelle Dienstleistung schaffen.","This entails rejecting low-wage-sector strategies and work requirement models for unskilled jobs, because only a broad-based training initiative will allow us to produce a sufficient pool of qualified workers for the knowledge society, and to deliver environmentally efficient, social and cultural services."
3710,"Wenn wir diesen Weg nicht gehen, untergraben wir den zukünftigen Wohlstand, die Wettbewerbsfähigkeit, die Produktivität der Wirtschaft und den sozialen Zusammenhalt der Gesellschaft.","If we do not go down this path then we will undermine our future prosperity, our competitiveness, our economic productivity and the social cohesion of society."
3711,"Herr Präsident! Sehr geehrte Damen und Herren! Mir geht es vor allen Dingen um die Informations- und Wissensgesellschaft, die während der portugiesischen Ratspräsidentschaft vorangetrieben werden soll.","Mr President, ladies and gentlemen, I am particularly concerned about the information and knowledge society which is supposed to be promoted during the Portuguese Presidency."
3712,"Wer in einer Zeit des Fusionierens und Rationalisierens das Arbeitsplatzargument als Legitimation für neue Technologien aus der Westentasche zieht, muß sich vor all über eines im klaren sein: eine gerechte Verteilung aller gesellschaftlich notwendigen Arbeitsformen kann niemals durch eine neue Technologie alleine zustande gebracht werden.","Anyone who, at a time of mergers and rationalisation, wheels out the jobs argument to legitimise new technology needs above all to be clear about one thing: a just distribution of all the forms of work necessary to society can never be brought about by new technology alone."
3713,"Um dort hinzukommen, brauchen wir zuerst eine Offensive für die Umverteilung der Arbeit mittels radikaler Arbeitszeitverkürzung und der Umverteilung der reproduktiven Arbeit.","To achieve that, we first need an initiative to redistribute work by radically cutting working time and sharing out the work of reproduction differently."
3714,"Diese Vorschläge sind nicht neu, aber sie gewinnen an Aktualität.",These proposals are not new but they are becoming more topical.
3715,Warum?,Why?
3716,"Weil beim bisherigen Diskurs über die Informationsgesellschaft völlig ausgeblendet blieb, daß nur eine technisch gut ausgebildete Elite davon profitiert!",Because so far the debate on the information society has completely ignored the fact that only an elite with good technical training benefits from it!
3717,"Um zu verhindern, daß abermals über eine Technologie der Wohlstand für alle versprochen wird, sich aber gesellschaftliche Strukturen nicht ändern, brauchen wir eine Diskussion über Macht und Ressourcenverteilung.","To prevent a repeat of the promise of prosperity for all thanks to technology, but without any change to social structures, we need a debate on power and the distribution of resources."
3718,"Oder hat die Industrialisierung, die Atomkraft, die Biotechnologie bisher zu mehr Gerechtigkeit geführt?","Or have industrialisation, nuclear power and biotechnology led to greater justice in the past?"
3719,Ein wichtiger Punkt fehlt leider völlig in der Debatte - so oft und so gerne Verbraucherschutz sonst in diesem Hause auch erwähnt wird.,"One important point is unfortunately missing completely from the debate, despite the fact that this House is otherwise so fond of consumer protection and mentions it so often."
3720,"Das Recht auf Datenschutz ist weder im Euro-Paper enthalten, noch spielt es eine Rolle in der aktuellen Debatte um das Thema e-commerce.",The right to data protection does not appear in the Euro Paper nor is it part of the current debate on e-commerce.
3721,"Ich frage mich, wo das Thema bleibt!",I wonder what has happened to it!
3722,"Oder sind die kürzlich vorgebrachten Beweise für das globale Abhörsystem ""Echelon "" bereits vergessen?",Or has the evidence recently supplied of the 'Echelon' global bugging system already been forgotten?
