,es,en
4013,"La carta que usted ha leído refleja las motivaciones personales que la Sra. presidenta y, quizás, otros diputados también alegaron, pero no refleja el punto de vista de la Comisión de Asuntos Jurídicos.","The letter which you have read reflects the personal motives which the chairperson and perhaps other MEPs put forward, but which does not reflect the point of view of the Legal Affairs Committee."
4014,"Concretamente, la posición del Grupo socialista fue que, a la vista del Acta de 1976, lo único que podía hacer este Parlamento es lo que acaba de decir el Sr. Barón, es decir, tomar nota de la decisión del Gobierno francés, sin ningún otro condicionamiento.","Specifically, the Socialist Group' s position was that, in view of the Act of 1976, all this Parliament could do is what Mr Barón just said, that is to say, take note (prendre acte) of the decision of the French Government, with no other condition."
4015,"Se planteó la posibilidad de dar una explicación, y yo aduje que eso supondría una nueva votación.","The possibility of giving an explanation was raised, and I argued that that would mean a new vote."
4016,"No se efectuó ninguna votación, y, por tanto, -repito- los puntos de vista expresados en la carta que acaba usted de leer reflejan la posición personal de la Sra. Palacio, pero no reflejan la posición de la Comisión de Asuntos Jurídicos.",No new vote took place and therefore - I repeat - the views expressed in the letter which you have just read reflect Mrs Palacio' s personal position and not the position of the Legal Affairs Committee.
4017,"Señor Presidente, Señorías, nos ocupamos en el presente caso de una de las cuestiones que ha merecido en anteriores ocasiones la atención de este Parlamento.","Mr President, we are currently discussing an issue which Parliament has dealt with on previous occasions."
4018,"Es el caso de Guinea Ecuatorial, uno de tantos países africanos que han hecho una muy mala transición desde la época colonial, en los cuales las anteriores relaciones coloniales, por una parte, y las ambiciones de ampliar su área de influencia por parte de otros Estados miembros de la Unión, por otra, han impedido el apoyo necesario y conveniente a la aplicación de un auténtico sistema democrático.","It is the case of Equatorial Guinea, one of so many African countries which have undergone a very poor transition from the colonial era, during which former colonial relationships, on the one hand, and the ambitions of other Member States of the Union to extend their area of influence, on the other, have prevented the support necessary and conducive to the establishment of a genuine democratic system."
4019,"En el año 1999 hubo unas elecciones generales al Parlamento guineano, en las cuales los observadores internacionales constataron que se habían violado los derechos humanos, las garantías democráticas y la transparencia informativa.","In 1999 there were general elections to the Guinean Parliament, during which the international observers noted that human rights, democratic guarantees and freedom of information had been violated."
4020,"Ahora podemos volver a encontrarnos con la misma situación en las próximas elecciones del 28 de mayo, por lo que, según consta en esta Resolución, exigimos la intervención adecuada de la Unión Europea para garantizar que esta vez haya unas elecciones democráticas.","The same situation may now reoccur during the elections on 28 May, which is why, as this resolution states, we demand the appropriate intervention of the European Union, in order to guarantee that democratic elections take place on this occasion."
4021,"Señor Presidente, ya se ha explicado cuál es el motivo de esta Resolución: en Guinea Ecuatorial persiste una situación política y social extremadamente grave.","Mr President, the reason for this resolution has already been explained: in Equatorial Guinea, the political and social situation is still extremely serious."
4022,"En primer lugar, no se han dado pasos hacia el establecimiento de un Estado de derecho basado en una democracia multipartidista y con pleno respeto de los derechos humanos.","Firstly, no steps have been taken to establish a constitutional state based on a multi-party democracy which fully respects human rights."
4023,"En segundo lugar, la población subsiste en unas duras condiciones de pobreza.","Secondly, the population endures harsh conditions of poverty."
4024,El Gobierno del Presidente Teodoro Obiang ha incumplido todas y cada una de las promesas de democratización formuladas ante la comunidad internacional.,The government of President Teodoro Obiang has failed to comply with each and every promise of democratisation which it made to the international community.
4025,"Los partidos de la oposición se enfrentan a una persecución constante de sus dirigentes y militantes, algunos de los cuales son arrestados arbitrariamente y a veces torturados.","The leaders and activists of the opposition parties face constant persecution, in the form of arbitrary arrest and sometimes torture."
4026,"Por supuesto, no tienen acceso a los medios de comunicación y se enfrentan a procesos electorales viciados, en los que la transparencia y la limpieza están plenamente ausentes.","Of course, they have no access to the media and they have to face corrupt electoral processes, in which transparency and fair play are totally absent."
4027,"Ante los comicios municipales del 28 de mayo, existen indicios que nos preocupan, porque no está garantizada al día de hoy ninguna condición de democratización para la celebración de estos comicios.","With regard to the municipal elections of 28 May, there are grounds for concern, because to date there has been no guarantee of any democratic conditions for these elections."
4028,"Por ello, estamos preocupados y solicitamos que haya una insistencia por ver cómo van a desarrollarse.",We are therefore concerned and we ask that efforts be made to observe how the elections are carried out.
4029,Guinea se hunde cada vez más en el subdesarrollo.,Guinea is sinking further and further into under-development.
4030,"Paradójicamente, sus ingresos, que provienen del petróleo, son cada vez más cuantiosos, pero no llegan en absoluto a sus habitantes, sino que se queda con ellos únicamente la clase dirigente.","Paradoxically, its income, which comes from oil, is increasing, but none of it reaches the inhabitants, being entirely purloined by the ruling classes."
4031,"Ante esta situación, como indica la Resolución que hemos presentado, exigimos al Gobierno ecuatoguineano el verdadero inicio de una transición hacia la democracia, cuyo primer paso entendemos que pueden ser estas elecciones municipales libres.","Given this situation, as the resolution we have presented indicates, we demand that the government of Equatorial Guinea initiate a genuine transition to democracy, which we believe could begin by making these municipal elections free elections."
4032,"La Unión debe presionar en este sentido, sin bajar la guardia ni dar crédito a más promesas falsas del Presidente Obiang.","The Union must exert pressure in this respect, and not lower its guard or accept any more false promises from President Obiang."
4033,"Por ello, si las elecciones municipales se celebran en las actuales condiciones, sin ningún tipo de garantías, no debe reanudarse de forma alguna la cooperación con Guinea, excepto -exclusivamente- la humanitaria.","Therefore, if the municipal elections take place in the current circumstances, with no form of guarantee, we must not resume any cooperation with Guinea, apart from purely humanitarian cooperation."
4034,El Convenio de Lomé en su artículo 5 obliga a la Unión y a todos sus Estados miembros a exigir democracia y derechos humanos en Guinea Ecuatorial.,Article 5 of the Lomé Convention obliges the Union and the Member States to demand democracy and human rights in Equatorial Guinea.
4035,Por ello creemos que esta Asamblea debe seguir en este mismo sentido.,We therefore believe that this House should follow that line.
4036,"Señor Presidente, la convocatoria por parte del Presidente Obiang de elecciones municipales debería suponer un paso adelante en el camino de democratización de este país y, por tanto, en sí misma, deberíamos valorarla positivamente.","Mr President, the calling of municipal elections by President Obiang should constitute a step forward on the path to democratisation in that country and, therefore, we should take a positive of view of it."
4037,"Más aún si tenemos en cuenta que el Presidente de Guinea fue uno de los firmantes de la declaración de El Cairo y del plan de acción que la acompaña, donde se reconoce la necesidad de consolidar los principios democráticos, basados en el derecho de todos los ciudadanos a escoger libremente a sus dirigentes políticos mediante elecciones libres y, en consecuencia, la necesidad también de asegurar la celebración de elecciones transparentes y libres, y de adoptar los medios necesarios para el buen desarrollo de la observación de las mismas.","Even more so if we bear in mind that the President of Guinea is one of the signatories of the Cairo declaration and the action plan which accompanies it, which recognises the need to consolidate democratic principles, based on the right of all citizens to choose their leaders freely by means of free elections and, consequently, also the need to ensure that elections are transparent and free, and to adopt the necessary means for their effective observation."
4038,"Pero la experiencia de elecciones precedentes, en las que se constataron graves irregularidades y una total falta de transparencia, así como la falta de garantías democráticas que sigue dándose en Guinea, nos exige no sólo estar muy atentos al desarrollo del próximo proceso electoral, sino requerir con toda contundencia al Gobierno de Guinea y al Presidente Obiang para que adopten las medidas necesarias para garantizar la limpieza de estas elecciones.","However, the experience of previous elections, during which serious irregularities and a total lack of transparency were noted, as well the continuing lack of democratic guarantees in Guinea, requires not only that we observe very carefully how the coming elections are held, but also that we demand, forcefully, that President Obiang adopts the necessary measures to guarantee fair play in these elections."
4039,"En especial, hay que velar por que el proceso esté abierto a todas las fuerzas políticas -lo cual conlleva la liberación de los presos políticos- y por que se garantice a la oposición el pleno ejercicio de sus libertades democráticas.",We especially have to ensure that the process is open to all political forces - which involves the liberation of the political prisoners - and that the opposition is guaranteed the full expression of its democratic freedoms.
4040,"Y hay que exigir también la presencia de observadores que puedan seguir, con toda libertad, el desarrollo de estas elecciones y comprobar si han sido respetados los principios democráticos.","We should also demand the presence of observers who can monitor, in total freedom, the handling of these elections, and verify that democratic rights have been respected."
4041,La celebración de estas elecciones puede suponer para Guinea la posibilidad de empezar a caminar por la senda de la democracia.,These elections may offer Guinea the opportunity to start along the path to democracy.
4042,Y puede suponer también el reencuentro con la Unión Europea y la obtención de la ayuda que la Unión Europea estaba dispuesta a verter sobre ella en caso de respetarse la democracia.,They could also lead to a rapprochement with the European Union and the granting of the aid which the European Union was prepared to give in the event that democracy was respected.
4043,"Por ello, tenemos nosotros, en tanto que Parlamento, la obligación de ejercer presión sobre el Presidente Obiang y exigirle que estas elecciones se celebren y se desarrollen de acuerdo con los principios democráticos.","Therefore, as a Parliament, we have the obligation to exert pressure on President Obiang and demand that he allows these elections to be held in accordance with democratic principles."
4044,Porque sólo así podremos devolver al pueblo de Guinea su plena libertad.,This is the only way that freedom may be fully restored to the people of Guinea.
4045,"Señora Presidenta, en primer lugar quiero decir que, en todo caso, todos somos conscientes de que nos encontramos ante una situación en la que tenemos que navegar con pocos elementos de referencia concretos y, por lo tanto, debemos remitirnos a la analogía, al precedente, al sentido común y, en términos generales, a los principios generales del Derecho.","Madam President, firstly I would like to say that, in any event, we are all aware that we are facing a situation in which we have to find our way with few specific points of reference and therefore, we must resort to analogy, precedent, common sense and, in general terms, the general principles of the law."
4046,"Porque en nuestro Derecho estatutario, en el Reglamento, no está contemplado explícitamente qué hacer ante una situación como ésta.","This is because in our statutory law, in our Rules of Procedure, there is no explicit mention of how to proceed in a situation such as this."
4047,"En segundo lugar, indudablemente, aquí hay una confusión, que creo que es importante señalar.","Secondly, I wish to point out that there is doubtless confusion here."
4048,"Señora Presidenta, la Comisión de Asuntos Jurídicos ha sido consultada por la señora Presidenta, en una decisión de análisis puramente formal.","Madam President, you have consulted the Legal Affairs Committee on the basis of a purely formal decision."
4049,"Como en otras ocasiones, y por dar un ejemplo general, cuando la Comisión de Asuntos Jurídicos examina si ha de interponerse o no un recurso ante el Tribunal de Justicia, estamos ante un análisis puramente técnico por un órgano interno del Parlamento, que hace una recomendación a la Presidenta, órgano externo del Parlamento, que es el llamado a tomar la decisión.","As on other occasions, such as, for example, when the Legal Affairs Committee examines whether or not to lodge an appeal in the Court of Justice, we are talking about a purely technical assessment by an internal body of Parliament, which makes a recommendation to the President, the external body of Parliament, who is expected to take the decision."
4050,Yo respeto lo que dice el Sr. Barón.,I respect what Mr Barón Crespo says.
4051,Sus argumentos se barajaron y se examinaron con profundidad en la Comisión de Asuntos Jurídicos.,His views were discussed and examined in depth by the Legal Affairs Committee.
4052,Permítanme referirme a lo que se dijo en esta comisión.,Allow me to refer to what was said in this committee.
4053,"En primer lugar, el Sr. Barón dice que no cabe la analogía con el caso Tapie porque la inelegibilidad en aquel caso surgía de una quiebra y en este caso surge de una condena penal.","Firstly, Mr Barón says that there is no similarity with the Tapie case because the ineligibility in that case stemmed from a bankruptcy and in this case it stems from a criminal conviction."
4054,"Yo personalmente no comparto esta opinión, y creo que, de acuerdo con el Derecho aplicable, hay bases para no compartirla, porque, en cualquier caso, se trata de dos condenas, precisamente ambas de tribunales franceses, y condenas a la inelegilibilidad.","I do not personally share that view, and I believe that, according to the relevant law, there are reasons not to share it, because, in any event, we are talking about two sentences, both from French courts and both leading to ineligibility."
4055,No tiene sentido analizar ahora la causa de la condena.,It makes no sense now to look into the reason for the sentence.
4056,La condena está ahí.,The sentence exists.
4057,La condena a inelegibilidad es el referente.,The fact that it involves ineligibility is what concerns us.
4058,El segundo argumento en favor de la diferencia que invoca el Sr. Barón es que el Sr. Le Pen no ha interpuesto recurso y el Sr. Tapie sí lo había interpuesto.,Mr Barón' s second argument concerning the difference between the cases related to the fact that Mr Le Pen has not lodged an appeal and that Mr Tapie had.
4059,"Tampoco lo comparto, y tampoco lo compartió la mayoría de la Comisión de Asuntos Jurídicos, porque el Sr. Le Pen está dentro de plazo para interponer ese recurso.","I do not share this view either, and nor did the majority of the Legal Affairs Committee, because Mr Le Pen is still within the time limit for lodging an appeal."
4060,"Por lo tanto, nosotros no podemos ir en contra de algo en lo que la ley francesa le ampara: interponer recurso dentro de un plazo.","We therefore cannot go against something, to which he is entitled under French law: to lodge an appeal within a certain time limit."
4061,Permítame ahora salir al paso del juicio de intenciones efectuado por el Sr. Medina.,Please allow me now to refute Mr Medina' s statement on his interpretation of the matter.
4062,"Quiero hacerlo en términos serenos, aunque considero que es absolutamente injustificado y merecería otra respuesta rotunda.","I would like to do this calmly, although I consider it to be absolutely unjustified and to warrant a more forceful response."
4063,"Pero, en mi condición de presidenta, he de manifestar que las dos cartas son cartas complementarias.","However, in my capacity as chairperson, I must point out that the two letters are complementary."
4064,"En la primera carta se le decía a usted, señora Presidenta, que la Comisión de Asuntos Jurídicos había tomado una decisión, la de no tomar nota del decreto por el momento, habida cuenta de su carácter no definitivo, ejecutorio pero no definitivo.","In the first letter, Madam President, you were informed that the Legal Affairs Committee had taken a decision not to take note of the judgement for the moment, bearing in mind that it is not final. It is enforceable but not final."
4065,"En un segundo párrafo se le decía: ""mañana continuaremos reflexionando sobre esta cuestión"".","In the second paragraph it said: ""tomorrow we will continue to discuss this issue"" ."
4066,"En cuanto a la segunda carta, se refiere a lo acontecido en la segunda reunión y todos los miembros de la Comisión de Asuntos Jurídicos saben que así lo expuse.",The second letter refers to what happened at the second meeting and all the members of the Legal Affairs Committee know that that was how I presented it.
4067,"En ningún caso se planteó que iba a conducir a una votación, sino a una reflexión; que yo personalmente, como ponente, iba a proponer una vía de reflexión.","In no way was there any intention to hold a vote, but simply a discussion. I personally, as rapporteur, was going to propose a basis for discussion."
4068,"Por lo tanto, no cabía -y así lo anuncié desde el día anterior- ninguna votación sobre el asunto.",There was therefore no place for a vote on the issue and I had stated that on the previous day.
4069,La votación ya se había hecho en la Comisión de Asuntos Jurídicos.,The vote had already taken place in the Legal Affairs Committee.
4070,"Eso sí, señora Presidenta, yo le he hecho partícipe de lo que fue ese debate y de por qué no se siguió adelante, y no se hizo fundamentalmente porque se invocó con fuerza el asunto Tapie.","Madam President, I did inform you of what happened in that debate and why it did not continue, and it did not do so basically because there was insistence on the issue of the Tapie case."
4071,"Evidentemente, en la Comisión de Asuntos Jurídicos se puede votar sobre todo, pero no habiéndolo previsto y al tratarse de un asunto de esta envergadura y gravedad que no figuraba en el orden del día, no me pareció razonable someter a votación si seguíamos adelante en una vía que todos los que intervinieron -y así consta en acta-, por unas razones o por otras, desestimaron.","Clearly, the Legal Affairs Committee can vote on anything, but since it was not laid down and since it was dealing with such an important and serious issue which did not appear in the agenda, it did not seem to me to be reasonable to hold a vote if we were taking a route which all the speakers - and this is recorded in the Minutes - for one reason or another, rejected."
4072,"Es más, en ella consta que dije que rara vez una presidenta de comisión obtenía tanta unanimidad respecto a una propuesta.","Furthermore, the Minutes also show that I said that a committee chairperson rarely obtained such a degree of unanimity with regard to a proposal."
4073,Esto para salir al paso de estas afirmaciones.,I say this in order to refute these statements.
4074,Ahora permítame hacer una reflexión desde el Reglamento.,I would now like to make a comment in relation to the Rules of Procedure.
4075,"Señora Presidenta, se está invocando aquí el apartado 4 del artículo 7.","Madam President, Rule 7(4) is being cited."
4076,"Ese apartado -en caso de que nos tuviéramos que atener a él, cosa que yo no creo y ya explicaré el porqué- dice que el Parlamento podrá pronunciarse sobre una propuesta.","That paragraph - in the event that we had to resort to it, which I do not believe to be the case, and I will explain why - states that Parliament may express its opinion on a proposal."
4077,"Señora Presidenta, aquí no hay una propuesta al Pleno.","Madam President, there is no proposal to the plenary here."
4078,"Creo que para votar, en conciencia, en un asunto tan delicado como éste, si el Parlamento ha de votar, deberá elaborarse un informe en regla, para que todo el mundo pueda votar lo que estime conveniente, y no movido por unos alegatos de un lado o de otro, teniendo en cuenta que, realmente, la mayor parte de los diputados desconocen el fondo del asunto.","I believe that, in order to vote honestly, on an issue as delicate as this, if Parliament has to vote, a report should be produced in accordance with the rules, so that everybody may vote as they see fit, and not be influenced by allegations from one side or the other, bearing in mind that, in actual fact, the majority of MEPs are not aware of the background to this issue."
4079,"Con lo cual, si la señora Presidenta quiere proceder por esta vía, el informe de la Comisión de Asuntos Jurídicos es absolutamente necesario y sería irregular no hacerlo así,...","Therefore, if the President wishes to take this route, a report by the Legal Affairs Committee is absolutely essential and it would be irregular not to proceed in that way,..."
4080,(Exclamaciones),(Noise)
4081,"... que el Pleno se pronuncie sobre una cuestión sobre la que no hay un documento escrito ni absolutamente nada, y que impone una reflexión jurídica de altísimo nivel.","... for Parliament to express its opinion on an issue for which there is no written document or anything whatsoever, and which requires legal consideration at the highest level."
4082,"Es perfectamente irregular, contrario al Reglamento que se invoca.",It is absolutely irregular and contrary to the Rule that has been cited...
4083,(Aplausos),(Applause)
4084,"... porque, señora Presidenta, en la Comisión de Asuntos Jurídicos, por mayoría, se estimó sobre bases exclusivamente jurídicas que no podíamos tomar nota de esta pérdida de la condición de diputado.","... because, Madam President, a majority in the Legal Affairs Committee considered, on purely legal bases, that we could not take note of this loss of MEP status."
4085,(Protestas),(Protests)
4086,"Señora Presidenta, en mi opinión, además, este artículo no es aplicable, y voy a decir por qué: el Parlamento está aquí llamado a tomar nota, no tiene un margen de apreciación político, que es la naturaleza de toda decisión del Pleno, con una visión política.","Madam President, in my opinion, furthermore, this article is not applicable, and I will tell you why: Parliament is asked to take note. It does not have the option of making a political assessment."
4087,Es exclusivamente un análisis jurídico formal.,It is in the nature of all decisions in plenary that they be taken from a political point of view. In this case we are talking about a purely formal legal assessment.
4088,"Yo, señora Presidenta, entiendo que es la Presidenta la llamada a tomar esa decisión, y puede consultar el Reglamento, que dispone que se consulte con la Comisión de Asuntos Jurídicos.","Madam President, I believe that it falls to the President to take this decision, and you may consult the Rules of Procedure, which states that you must consult the Legal Affairs Committee."
4089,"Se puede hacer un análisis -y yo estoy dispuesta a hacerlo, porque lo he hecho- de las razones por las cuales hay que consultar a la Comisión de Asuntos Jurídicos, como órgano interno de asesoramiento en este caso.","An analysis could be made of the reasons why the Legal Affairs Committee should be consulted, as the internal advisory body in this case. I am prepared to make this analysis, because I have done so before."
4090,(Protestas),(Protests)
4091,"Señora Presidenta, puede pedir consultas a cualquier otro órgano interno y, en particular ...","Madam President, you can consult any other internal body and, in particular ..."
4092,(Interrupción de la Presidenta),(The President cut the speaker off)
4093,"... a la Conferencia de Presidentes de Grupo, pero la Asamblea no puede tomar en consideración esta propuesta en esas condiciones.","... the Conference of Group Chairmen. However, the House cannot consider this proposal in these circumstances."
4094,(Protestas e interrupción de la Presidenta),(Protests and the President cut the speaker off)
4095,"Señor Presidente, no se puede ni se debe frustrar la oportunidad que se presenta para alentar la vía democrática para el pueblo de Guinea y, sobre todo, para su juventud, puesto que, en un ambiente de creciente empobrecimiento y desigualdad, el fracaso de la democracia supone, como contrapartida, el desencadenamiento de la espiral de la violencia y la represión, que a su vez desemboca en un conflicto bélico fomentado muchas veces desde fuera.","Mr President, we cannot and must not miss this opportunity to encourage the people of Guinea to take the democratic path or the opportunity it represents for its youth, since, in an environment of increasing poverty and inequality, the failure of democracy leads to a spiral of violence and repression, which in turn ends in an armed conflict which is often promoted from outside."
4096,"La Unión Europea ha de exigir por todos los medios al Gobierno de Guinea Ecuatorial la libertad de todos los presos políticos y el fin de la coacción ejercida contra las fuerzas democráticas, para garantizar así que las próximas elecciones municipales se conviertan en esperanza para el pueblo de Guinea y en el comienzo de fructíferas relaciones entre Guinea y la Unión Europea.","The European Union must, through all possible channels, demand that the Government of Equatorial Guinea free all political prisoners and end the coercion suffered by the democratic forces, in order to guarantee that the coming municipal elections bring hope to the people of Guinea and lead to fruitful relations between Guinea and the European Union."
4097,Irán (código de prensa),Iran (press code)
4098,"Señor Presidente, señor Comisario, yo quiero, en primer lugar, felicitar a la ponente por el magnífico trabajo que ha realizado sobre un problema de enorme gravedad.","Mr President, Commissioner, I would firstly like to congratulate the rapporteur on the magnificent work she has carried out on such a serious problem."
4099,"La trata de mujeres es algo que realmente está teniendo una gran incidencia, especialmente en los países fronterizos de la Unión Europea, donde se están organizando mafias para engañar a mujeres con promesas de empleo y de una vida mejor, que al final acaban en la prostitución y, en muchos casos, en una situación que podríamos calificar claramente de esclavitud.","The trafficking in women is having a very great impact, especially in the border countries of the European Union, where mafias are forming which deceive women with promises of employment and a better life, and which lead them eventually into prostitution and, in many cases, into situations which can only be described as slavery."
4100,"Se trata de un fenómeno ligado a la sociedad actual, donde la inmigración está empezando a suponer un grave problema, ya que hay movimientos importantes de personas que buscan la sociedad del bienestar en la que nos encontramos la mayoría, o prácticamente todos los países de la Unión Europea.","This is a phenomenon related to our current society, in which immigration is beginning to cause a serious problem, since we are seeing significant movements of people who are seeking the kind of welfare society which we enjoy in the majority, or practically all, of the European Union countries."
4101,"Esta situación exige una serie de medidas nuevas, fundamentalmente de atención a las víctimas y de persecución de las personas implicadas en la trata de mujeres y, también, de niños -no es sólo un problema de las mujeres, sino también de los niños- para la explotación sexual.","This situation requires a series of new measures, most importantly aiding victims and prosecuting the people involved in the trafficking in women and children - since it is not just a problem for women, but children as well - for sexual exploitation."
4102,Entre las medidas que se proponen en este informe figuran fundamentalmente la ayuda a las víctimas y la solicitud a los Estados miembros de que modifiquen su legislación para facilitar el que se pueda actuar de una manera rápida y coordinada entre los distintos países a fin de solucionar este gravísimo problema.,Amongst the measures proposed in this report are basically aid to victims and the request that Member States amend their legislation in a way which will allow quicker and more coordinated action amongst the various countries in order to resolve this very serious problem.
4103,"La ayuda que necesitan las víctimas no es sólo material, sino también legal, porque suele tratarse de personas sin documentación, sin posibilidades, que están en una situación de miedo y que necesitan una ayuda que, a la vez, proteja su identidad y les garantice que no van a tener, si vuelven a su país de origen, problemas aún más graves.","The victims do not only require material aid, but also legal assistance - because we are generally talking about people with no documentation, with no options and who are living in fear and need help - which, at the same time, protects their identity and guarantees that they will not suffer even worse problems if they return to their countries of origin."
4104,Los distintos países de la Unión Europea tienen que armonizar su legislación en este sentido y arbitrar medidas suficientes para ayudar a estas víctimas.,The different countries of the European Union must harmonise their legislation in this respect and implement sufficient measures to help these victims.
4105,El comercio sexual es algo que se está extendiendo de manera alarmante.,The trade in sex is increasing at an alarming rate.
4106,Hay mujeres y niños implicados.,Women and children are involved.
4107,"Creo que los medios de comunicación también deberían ayudar en este proceso. Porque, cada vez más, se detectan anuncios en los medios de comunicación -a veces en periódicos muy serios- tras los que se esconden la trata de mujeres y la explotación.","I believe that the media should also aid this process, because we are seeing more and more adverts in the press - sometimes in the very serious newspapers - behind which lies the trafficking in women and exploitation."
4108,"Pero no es sólo con ayudas jurídicas y mediante la protección de las víctimas como hay que abordar el problema, sino también con campañas de información, fundamentalmente en los países de origen, para que estas mujeres sepan realmente a lo que se exponen, ya que la mayoría de ellas están engañadas y no saben el infierno que después van a encontrar.","However, it is not only through legal assistance and through protecting the victims that we must address the problem, but also through information campaigns, mainly in the countries of origin, so that these women know what they are really exposing themselves to, since the majority of them are being deceived and do not realise the hell they are about to walk into."
4109,"Señor Presidente, permítame empezar destacando el trabajo que han realizado tanto la ponente como la ponente de opinión, Sra. Echerer, de la Comisión de Asuntos Jurídicos.","Mr President, allow me to begin by highlighting the work of both the rapporteur and Mrs Echerer, the draftsperson of the opinion of the Committee on Legal Affairs and the Internal Market."
4110,Con la ponente he tenido ocasión de trabajar en la Comisión de Libertades Públicas y para mí ha sido un honor presidir la comisión que votó la excelente opinión de la Sra. Echerer.,"I have had the opportunity to work with the rapporteur in the Committee on Citizens' Freedoms and Rights, Justice and Home Affairs and it has been an honour for me to chair the committee that voted for Mrs Echerer' s excellent opinion."
4111,"Señor Presidente, nos enfrentamos a una situación que es un problema real: la desaparición progresiva de las fronteras interiores hace que circulen libremente entre los Estados miembros no sólo aquellos ciudadanos de terceros Estados que están en situación legal, sino también aquellos que no lo están.","Mr President, we are facing a situation which is real problem: the progressive disappearance of internal borders means that non-EU citizens in both legal and illegal situations are moving freely amongst the Member States."
4112,"Y éste es un problema que -seamos realistas- tenemos que abordar, como lo han destacado las dos ponentes, de forma completa, y yo añadiría que de forma urgente.","If we are going to be realistic, this is a problem which, as the two rapporteurs have stressed, we must deal with fully, and, I might add, as a matter of urgency."
4113,Mi juicio sobre la iniciativa de Finlandia es mucho menos crítico que el de ellas.,My view of the Finnish initiative is much less critical than theirs.
4114,"Creo que hay que destacar que la iniciativa de Finlandia representó un paso adelante importantísimo desde el momento en que se puso sobre la mesa, porque hizo que el Consejo tomara cartas en un asunto candente.","I believe we should stress the fact that the Finnish initiative was a very significant step forward from the moment it was put on the table, because it led the Council to get involved in a very urgent issue."
4115,"Es decir que, en su momento, la iniciativa finlandesa desempeñó un papel fundamental, y podemos decir que ha muerto de su propio éxito.","In other words, at the time, the Finnish initiative played a fundamental role, and we might say that it has died as a result of its own success."
4116,"La reflexión a que dio lugar la iniciativa finlandesa hace que sus propuestas no tengan ya ningún mordiente, porque ya están perfectamente asumidas.","The thinking behind the Finnish initiative means that its proposals no longer have any point, because they have now been fully adopted."
4117,"Lo que necesitamos ahora no es una iniciativa provocadora que señale con el dedo dónde hay un problema y lance el debate, sino abordar -serena pero inmediatamente- la solución de ese problema.","What we need now is not a provocative initiative which points its finger at the problem and starts a debate, but rather we need to get down - calmly but immediately - to resolving this problem."
4118,"Creo que coincido, a partir de aquí, con muchas de las críticas que se han hecho.","Apart from that, I agree with many of the criticisms that have been made."
4119,Y además con una que creo que está implícita pero que no se ha formulado.,I also agree with one which has been made implicitly but which has not been stated directly.
4120,"Nosotros, como institución legisladora, no podemos enmendar cualquier texto; hay textos que no son enmendables y en los que hay que hacer una enmienda a la totalidad.","We, as a legislating institution, cannot amend just any text; there are texts which are not amendable and texts which require a complete amendment."
4121,"Esto es lo que hemos hecho con la iniciativa de Finlandia, por lo menos desde el Grupo del PPE.","This is what we have done in the case of the Finnish initiative, at least in the PPE Group."
4122,"Saludamos el valor que ha tenido y que tiene la iniciativa de Finlandia, pero decimos que con esa iniciativa no podemos desarrollar seriamente las responsabilidades que los ciudadanos nos han confiado.","We welcome the courage of the Finnish initiative, but we believe that this initiative will not seriously enable us to carry out the responsibilities that the European public has entrusted to us."
4123,¿Por qué?,Why not?
4124,"Pues por las razones que se han expuesto, y que yo probablemente no haría más que repetir: en esta iniciativa se tiene en cuenta un aspecto, el más represivo, pero ése es sólo un aspecto del problema.","For the reasons which have been expressed, and which I would probably just be repeating: this initiative takes account of one aspect, the most repressive one, but that is only one aspect of the problem."
4125,"Lo que precisamos ahora, dada la evolución habida después de Tampere, es una visión más global.","What we need now, given the developments since Tampere, is a more global vision."
4126,"Desde luego, tiene toda la razón la ponente al destacar que aquí no se tienen en cuenta cuestiones de procedimiento, garantías fundamentales del procedimiento, ni tampoco se abordan las necesarias previsiones de protección de los derechos fundamentales de aquellos que se verán incursos en este tipo de procedimientos.","The rapporteur is absolutely right to point out that this initiative does not take account of questions of procedure, or fundamental guarantees for the procedure, nor does it provide the necessary protection for the fundamental rights of those people who will be caught up in this type of procedure."
4127,"Finalmente, no se ha señalado -y me parece importante hacerlo- que lo que hagamos en este terreno tiene que estar en coherencia con los principios de readmisión de los Estados miembros respecto de terceros.","Finally, it has not been pointed out - and I think it is important that it is - that what we do in this area must be coherent with the Member States' principles regarding readmission of third country nationals."
4128,Se está negociando todo este tipo de acuerdos bilaterales que tendrá que haber.,All these types of bilateral agreement that are required are being negotiated.
4129,"En nombre del PPE, hemos depositado dos enmiendas, que espero que la Asamblea -recogiendo lo que han dicho las dos oradoras precedentes- respalde en la votación de mañana, dando una señal política, y se pida a la Comisión que más pronto que tarde y de forma completa y coherente nos presente un texto.","The PPE has presented two amendments which I hope this House - to take up what the two previous speakers have said - will support in tomorrow' s vote, thereby sending a political signal, and we ask the Commission to present a complete and coherent text sooner rather than later."
4130,Hago mías las palabras del Sr. Hänsch.,I agree with Mr Hänsch.
4131,"Señora Presidenta, mi Grupo presentó ayer una solicitud de que todas las cuestiones de procedimiento relacionadas con este informe fueran objeto de una votación nominal.","Madam President, yesterday my Group presented a request that all procedural questions related to this report should be subject to roll-call voting."
4132,Le ruego que aplique esa solicitud.,I would ask you to accept this request.
