,pl,en
3979,Agencja Praw Podstawowych powstała na bazie Centrum Monitorowania Rasizmu i Ksenofobii.,This change could have been the precursor of an improvement.
3980,"Ta zmiana mogła zapowiadać poprawę. Wiedeńskie centrum było znane z nierzetelności i łatwości, z jaką nadużywało oskarżeń o rasizm czy antysemityzm - tak było np. w roku 2001 i 2005 w przypadku Radia Maryja, Ligii Republikańskiej i mojego kraju, Polski.","The Centre in Vienna was known for its unreliability and the ease with which complaints about racism and anti-semitism were abused - this was the case, for example, in 2001 and 2005 with regard to Radio Maryja, the Republican League and my own country, Poland."
3981,"Nowa instytucja, jeśli pójdzie za wskazaniami sprawozdawcy, szybko powtórzy błędy starej.","If the new institution follows the rapporteur's recommendations, it will soon be repeating the old mistakes."
3982,"Postulowane wychodzenie poza zakres tematyczny, elastyczność czy tzw. proaktywne działania - to są cytaty wprost z uzasadnienia tego sprawozdania - to nic innego jak pozwolenie na niekontrolowane działania agencji, pod dyktando skrajnych ideologii, poza prawem międzynarodowym.","The proposal to go over and above the thematic areas, the flexibility or the so-called proactive measures - these are just quotes from the justification provided for this report - this is nothing other than a green light for the agency to act in an uncontrolled manner, dictated to by extreme ideologies, and outside of international law."
3983,"Wszystko to byłoby bez znaczenia, wszak nie są to jedyne europejskie pieniądze wyrzucane w błoto, jednak system ochrony praw człowieka pozbawiony ram prawa międzynarodowego, pozostawiony zawodowym antyrasistom traci rzecz najważniejszą, jaką posiada - wiarygodność.","None of this would really matter, after all this would not be the only case where European money is being wasted, but a system for the protection of human rights that lacks the framework of international law, and which is left to professional anti-racists, loses the most important asset in its possession - credibility."
3984,"Panie Przewodniczący! Gratulując panu sprawozdawcy Michaelowi Cashmanowi, chcę dodać jedną uwagę, a mianowicie: spieraliśmy się w trakcie komisji LIBE, czy Agencja Praw Podstawowych będzie, czy nie będzie dublowała działalności Rady Europy.","Mr President, while congratulating the rapporteur Michael Cashman, I would like to make one comment, namely: during the sittings of the LIBE committee we discussed in detail whether the Human Rights Agency will or will not be doing the same work as the Council of Europe."
3985,"Doszliśmy do wniosku, że nie, ale mam wrażenie, że zazdrościmy Radzie Europy, iż ma taką substancję, która pozwala stosować materialny system prawny.","We came to the conclusion that it will not, but I have the impression that we envy the Council of Europe the fact that it carries such weight, which allows it to apply a specific legal system."
3986,"Wydaje mi się, że Agencja Praw Podstawowych, pomimo tych warunków i tych kompetencji, które ma, powinna się mocno opierać na Karcie praw podstawowych.","It seems to me that the Fundamental Rights Agency, despite the conditions and the competencies that it possesses, should base itself strongly on the Charter of Fundamental Rights."
3987,"Powinno to być dla niej jasnym przekazem, że ona jest także strażnikiem Karty praw podstawowych, także dla tych obywateli, tych państw członkowskich, które Karty praw podstawowych nie zaakceptowały w pełni.","This should give it the clear understanding that it too is a guardian of the Charter of Fundamental Rights, also for those citizens, those Member States, who have not accepted the Charter of Fundamental Rights in full."
3988,"Uważam, że to jest bardzo ważne, i uważam, że Agencja Praw Podstawowych w tym kierunku powinna iść także przy naszej pomocy, przy pomocy Parlamentu Europejskiego.","I believe that this is very important and I also believe that the Human Rights Agency should move in this direction with our assistance, with the support of the European Parliament."
3989,w imieniu grupy UEN. - Panie Przewodniczący! Jako poseł zajmujący się od kilku lat obroną praw dzieci z zadowoleniem przyjmuję sprawozdanie pani Angelilli dotyczące stworzenia jednolitej strategii Unii na rzecz praw dziecka.,"on behalf of the UEN Group. - Mr President, as an MEP who for some years now has been involved in protecting the rights of children, I am very pleased to accept the report of Mrs Angelilli concerning the creation of a unified EU strategy on the rights of the child."
3990,"Naruszanie praw dzieci, przemoc wobec nich, handel dziećmi dla celów nielegalnej adopcji, prostytucji, nielegalnej pracy czy żebrania na ulicy stanowi wciąż wielki problem Unii.","Violations of children's rights, violence against children, the trade in children for illegal adoptions, prostitution, illegal work or for begging on the streets: these continue to be an enormous problem for the EU."
3991,"Wszelkie strategie dotyczące praw dziecka powinny być oparte na wartościach i zasadach zapisanych w konwencji ONZ, zwłaszcza na ochronie przed wszelkimi formami dyskryminacji.","Every strategy concerning children's rights should be based on the values and principles contained in the UN Convention, particularly as regards protection against all forms of discrimination."
3992,"Każde dziecko musi mieć zagwarantowane prawo do utrzymywania stałego i bezpośredniego kontaktu z obojgiem rodziców, a także prawo do wychowania w kulturze rodziców oraz prawo do nauki języka obojga rodziców.","Every child must have a guaranteed right to have continuous and direct contact with both parents, as well as the right to be brought up in the parents' culture and the right to learn the language of both parents."
3993,"Te prawa są nagminnie łamane przez niemiecki urząd ds. dzieci i młodzieży Jugendamt w stosunku do dzieci, których jeden z rodziców jest obcokrajowcem.","These rights are repeatedly violated by the German Office for Children and Young People, the Jugendamt, as regards children one of whose parents is foreign."
3994,"W przypadku rozwodu Jugendamt doprowadza wszelkimi sposobami do pozbawienia praw rodzicielskich rodzica, który nie jest Niemcem.","In cases of divorce, the Jugendamt uses any method to deprive the parent who is not German of their parental rights."
3995,"Dzieciom odbiera się prawo do nauki języka drugiego rodzica, zabrania się rozmowy podczas wyznaczonych widzeń w języku innym niż niemiecki.","Children are deprived of their right to learn the language of the second parent, and it is forbidden to have conversations in languages other than German during meetings that have been arranged."
3996,"W oficjalnych pismach stwierdza się, że dwujęzyczność jest dla dzieci szkodliwa.",Official documents state that it is harmful for children to be bilingual.
3997,W samej tylko Komisji Petycji jest złożonych ponad 250 skarg na działalność tego urzędu.,Over 250 complaints against the actions of this office have been filed with the Committee on Petitions.
3998,"Pomimo iż rok temu Komisja Europejska stwierdziła, iż działania niemieckiego Jugendamt łamią artykuł 12 traktatu wspólnotowego, który zakazuje wszelkiej dyskryminacji, to państwo niemieckie jeszcze bardziej zaostrzyło praktyki dyskryminujące dzieci obcokrajowców i to jest oczywisty skandal.","Despite the fact that a year ago the European Commission stated that the actions of the German Jugendamt violate Article 12 of the EU Treaty, which bans all discrimination, the German state has become even stricter in its discriminatory practices against children of foreigners and this is an absolute scandal."
3999,"Mam nadzieję, że to sprawozdanie będące głosem Parlamentu Europejskiego pomoże znieść panującą w tym względzie dyskryminację.","I hope that since this report is the voice of the European Parliament, this will help to remove the discrimination that is found in this area."
4000,"Panie Przewodniczący! Chciałem pogratulować pani Angelilli znakomitego raportu na temat, który wydaje mi się kluczowy dla przyszłości Unii Europejskiej.","Mr President, I would like to congratulate Ms Angelilli for an excellent report on a subject that is key for the future of the European Union."
4001,"Większość postulatów tego raportu oczywiście zasługuje na wsparcie, ale mam parę wątpliwości.","Most of the proposals in this report are of course deserving of support, but I have a couple of concerns."
4002,"Po pierwsze, przywołuje się tutaj zasadę równości dziewcząt i chłopców, co można rozumieć jako stwierdzenie ich identyczności, tymczasem każdy rodzic wie, że dziewczynki i chłopcy różnią się oraz wymagają innego podejścia wychowawczego po to by realizować zasadę ich równej godności.","First of all, the principle of equality of girls and boys is discussed, which could be understood as saying that they are identical, whereas every parent knows that girls and boys are different and require a different approach as regards their upbringing in order to fulfil the principle of their equal dignity."
4003,"Po drugie z punktu widzenia praw dziecka wzrost liczby alternatywnych struktur rodzinnych, o których jest mowa w raporcie stanowi zagrożenie, któremu należałoby zapobiegać.","Secondly, from the point of view of children's rights, the increase in the number of alternative family structures, which is discussed in the report, constitutes a threat against which action should be taken."
4004,O tym zagrożeniu się w raporcie nie mówi.,There is no mention of the threat in this report.
4005,"I po trzecie, skoro w punkcie 167. wzywa się do zapewnienia dzieciom i młodzieży edukacji seksualnej, punkty 163 i 164 mówiące o prawie do zdrowia seksualnego i reprodukcyjnego są zbędne, chyba że pod tymi terminami ukrywa się prawo do aborcji.","And thirdly, as there is a call in paragraph 167 to provide children and young people with sexual education, paragraphs 163 and 164, which speak of the right to sexual and reproductive health, are unnecessary unless these terms are being used to hide a right to abortion."
4006,"W tym miejscu widać, że nie da się oderwać praw dzieci narodzonych od praw dzieci nienarodzonych, choć są one początkowo tylko embrionami, nieuchronnie stają się dziećmi, a kto ma wątpliwość niech pamięta, że kiedyś wszyscy byliśmy embrionami.","At this point it can be seen that it is not possible to separate the rights of children who have already been born from the rights of unborn children Even though they begin life as embryos they inevitably become children, and if anyone has any doubts about this they should remember that we were all once embryos."
4007,"Panie Przewodniczący! Chciałabym zwrócić uwagę na problem zasygnalizowany w punkcie 118 sprawozdania, a dotyczący ograniczeń swobody kontaktu z dziećmi w rozbitych rodzinach wielonarodowościowych.","Mr President, I would like to draw attention to the problem raised in paragraph 118 of the report with regard to restrictions on free contact with children in broken multi-national families."
4008,Szczególnie jaskrawe przypadki mają miejsce w Niemczech w efekcie działania instytucji o nazwie Jugendamt.,There are particularly glaring examples of this in Germany as a result of the actions taken by the institution called the Jugendamt.
4009,"W ich wyniku rodzice niebędący obywatelami Niemiec pozbawieni są możliwości rozmowy ze swoimi dziećmi we własnym języku, a w skrajnych przypadkach tracą nawet prawa rodzicielskie.","As a result of these actions, parents who are not German citizens are deprived of the right to speak to their children in their own language, and, in extreme circumstances, are even deprived of their parental rights."
4010,"Zapisy tworzące Jugendamt pochodzą z 1939 r., powtarzam: z 1939 r., i w niemal niezmienionej formie funkcjonują w ramach obowiązującego prawa.","The provisions creating the Jugendamt date back to 1939, I repeat, 1939, and they continue to function under the law in an almost unchanged form."
4011,"Instytucja ta działa w imię tzw. dobra dziecka, które to pojęcie nie zostało jednak nigdzie zdefiniowane, co oznacza, że może być dowolnie interpretowane.","This institution acts on behalf of what is called the good of the child, but this concept has not been defined anywhere, which means that it can be interpreted in any way whatsoever."
4012,Jugendamty w postępowaniach faworyzują rodziców o niemieckim pochodzeniu.,"In proceedings, the Jugendamt favours parents of German background."
4013,"Zastrzeżenia budzi też fakt, że nie podlegają one żadnej zewnętrznej kontroli, dlatego wnoszę, aby Komisja Europejska przygotowała propozycję regulacji, która pozwoliłaby na uniknięcie jakichkolwiek form dyskryminacji ze strony urzędów państw członkowskich, jak ma to obecnie miejsce w Niemczech.","Another concern is that it is not subject to any outside controls; for this reason I would ask that the European Commission should prepare a regulatory proposal that would make it possible to avoid any form of discrimination in the institutions of Member States, as is currently the case in Germany."
4014,Panie Przewodniczący! Przede wszystkim chciałbym w pełni zgodzić się z głosem pani poseł Foltyn-Kubickiej.,"Mr President, first of all I would like to express my total agreement with the statement by Mrs Foltyn-Kubicka."
4015,Zagadnienie ochrony praw dziecka zyskuje rosnącą uwagę ze strony prawodawców Unii Europejskiej.,The issue of protection of children's rights has benefited from the increasing attention paid to it by European Union legislators.
4016,Zarazem jednak coraz więcej dziedzin w ramach kompetencji unijnych ma bezpośredni wpływ na prawa dzieci.,"At the same time, however, an ever-increasing number of areas coming under EU jurisdiction have a direct impact on the rights of the child."
4017,Dlatego z zadowoleniem przyjmuję komunikat Komisji zapowiadający wprowadzenie strategii dotyczącej ochrony praw dziecka.,For this reason it is with pleasure that I accept the Commission's announcement concerning the introduction of a strategy on the rights of the child.
4018,"Wola nadania priorytetowego znaczenia tej kwestii w działaniach Unii Europejskiej - uznania dzieci za pełne podmioty prawne, zasługuje na pełne poparcie.","The intention to give priority to this issue in the European Union, i.e. acknowledging children as fully fledged subjects of law, is deserving of our full support."
4019,"Niemniej ostrożny tytuł komunikatu, tzn. ""w kierunku strategii”, a nie ""strategia”, sugeruje, że będzie miał on ciąg dalszy w formie publicznych konsultacji, które pomogłyby określić główne priorytety dla przyszłych działań Unii.","However, the cautious title of the report, i.e. 'towards a strategy', not simply 'a strategy', would suggest that there will be further steps in the form of public consultations, which could help to set out the chief priorities for future EU measures."
4020,Unia Europejska nie stworzyła dotychczas żadnej specjalnej podstawy prawnej dotyczącej praw dziecka.,"To date, the European Union has not yet created any special legal foundation concerning the rights of the child."
4021,"Tutaj wyrażam swoje ubolewanie, bowiem gdyby traktat konstytucyjny był ratyfikowany wprowadziłby bardziej odpowiednie ramy prawne w art. 1.3, który zawierał bezpośrednie odniesienie do praw dziecka.","At this point I would like to state my disappointment, since, if the constitutional treaty had been ratified, it would have introduced a more appropriate legal framework in Article I-3, which had a direct application to the rights of the child."
4022,W traktacie lizbońskim została włączona ochrona praw dzieci jako wewnętrzny i zewnętrzny cel Unii Europejskiej.,Protection of the rights of the child as an internal and external objective of the European Union was included in the Lisbon Treaty.
4023,Prawa te potwierdza także Karta praw podstawowych.,These rights are also enshrined in the Charter of Fundamental Rights.
4024,"Jednakże to wstyd, że sto milionów dzieci żyjących w Unii Europejskiej nie jest równych pod względem posiadanych praw i swobód.","It is shameful, however, that one hundred million children living in the European Union are not equal as regards the rights and freedoms that they possess."
4025,"Jest oczywiste, że ze względu na swoją wrażliwość i specyficzne potrzeby dzieci wymagają specjalnych zabezpieczeń i opieki, łącznie z odpowiednią ochroną prawną.","It is obvious that, because of their vulnerability and specific needs, children require special care, as well as appropriate legal protection."
4026,Jednakże prawa dzieci nie powinny być ani przeciwstawiane ani izolowane od praw człowieka w ogólności.,"However, the rights of the child should not be separated from, and should not be in opposition to, human rights in general."
4027,"Analiza dokumentów unijnych sugeruje, że może pojawiać się ruch w stronę traktowania praw dzieci jako zagadnienia oddzielnego względem praw człowieka jako całości.",An analysis of EU documents would suggest that there could be a movement in favour of treating the rights of the child as an issue that is somehow separate from human rights as a whole.
4028,Jest to niebezpieczna ścieżka i może tworzyć niebezpieczne podziały.,This is a dangerous path and could create dangerous divisions.
4029,"Dziękuję sprawozdawczyni, że nie dopuściła, aby delikatność zagadnienia zakłóciła jej zrównoważone podejście do tematu.",I would like to thank the rapporteur that she did not allow the delicate nature of this issue to cloud her balanced approach to the subject.
4030,"To dobrze, że raport nie koncentruje się wyłącznie na środkach ochronnych, ale podkreśla potrzebę pozytywnej afirmacji praw dzieci, takich jak prawo do rodziny, edukacji, inkluzji społecznej, opieki zdrowotnej i równych szans.","It is good that the report does not concentrate exclusively on protective measures, but also emphasises the need for positive affirmation of the rights of the child, such as the right to a family, education, social inclusion, health care and equal opportunities."
4031,"Panie Przewodniczący! Panie Komisarzu! Nasza dzisiejsza dyskusja jest dowodem, że Parlament Europejski chce współtworzyć europejską politykę wobec dzieci.","Mr President, Commissioner, today's discussion is proof that the European Parliament wants to be involved in the creation of a European policy as regards children."
4032,"Dlatego napawa niepokojem stanowisko wielu państw członkowskich, które uważają, że niemal cała regulacja dotycząca praw dzieci leży w gestii prawa rodzinnego, a przez to - niejako z definicji - należy do wyłącznej kompetencji narodowej.","For this reason, the view of many Member States that consider that almost all of the regulation concerning the rights of the child belongs in the jurisdiction of family law, and therefore, almost by definition, is exclusively a national responsibility, is very worrying."
4033,"Takie stricte narodowe podejście bardzo często stawia Parlament poza głównym nurtem decyzyjnym w zakresie praw dziecka i sprowadza nas, Parlament, wyłącznie do roli opiniodawcy.","Such a narrow national approach puts the Parliament outside the principal decision-making process as regards the rights of the child and makes us, the Parliament, into a purely advisory body."
4034,To nie jest dobre podejście w jednoczącej się Europie.,This is not a good approach in a Europe that is becoming increasingly unified.
4035,"Przykładem może być rozporządzenie w sprawie transgranicznego egzekwowania alimentów, które Parlament przyjął niedawno - w grudniu - właśnie w procedurze konsultacji.","An example of this can be the regulation concerning transnational recovery of maintenance claims, which the Parliament approved recently, in December, as a result of a consultation process."
4036,"To rozporządzenie ma sprawić, że dzieci zapomniane przez jednego z rodziców nie będą dłużej głodne i opuszczone, że otrzymają środki materialne wyegzekwowane dzięki nowemu, skuteczniejszemu systemowi.",The purpose of this regulation is to ensure that children who have been forgotten by one of their parents are no longer hungry and abandoned and that they receive the funds that have been recovered thanks to a new and more effective system.
4037,"Dlatego uważam, że Parlament reprezentujący przecież także wszystkie europejskie dzieci ma moralny obowiązek, aby aktywnie współtworzyć prawo na ich rzecz.","For this reason I believe that the Parliament, which in fact is acting on behalf of all European children, has a moral obligation to be actively involved in making laws for their benefit."
4038,Podsumowując powiem tak: Panie Komisarzu więcej Parlamentu w europejskich regulacjach na rzecz dziecka.,"To summarise, I would like to say: Commissioner, Parliament should be more involved in European regulations concerning children."
4039,"Panie Przewodniczący! Panie Komisarzu! Przedstawiona inicjatywa dotycząca stworzenia strategii na rzecz praw dziecka jest sygnałem nie tylko dla Europy, ale i dla całego świata, jak należy właściwie chronić prawa najmłodszych.","Mr President, Commissioner, the initiative that has been put before us concerning a strategy on the rights of the child is a signal not just for Europe, but for the whole world, as to how the rights of the youngest members of society should be protected."
4040,Kieruję więc słowa uznania dla pani poseł Roberty Angelilli za świetne sprawozdanie.,For this reason I would like to give my appreciation to Mrs Angelilli for an excellent report.
4041,"Niestety przypadki łamania praw nieletnich często pojawiają się w niektórych miejscach Europy - Europy, w której jesteśmy tak dumni z wysokorozwiniętego systemu ochrony praw człowieka.","Unfortunately, instances of violations of the rights of minors often occur in certain parts of Europe - in Europe, where we are so proud of our highly developed system for the protection of human rights."
4042,"Dlatego musimy zapewnić dzieciom doświadczającym różnych upokorzeń poczucie, że jest ktoś, do kogo mogą zwrócić się o pomoc i kto im tej pomocy udzieli.",For this reason we must ensure that children who are experiencing various humiliations know that there is someone to whom they can turn to for help and who will give them this help.
4043,"Popieram więc wezwania autorki sprawozdania do stworzenia skuteczniejszego monitoringu, a także pomysł Komisji Europejskiej uruchomienia telefonu zaufania dla dzieci potrzebujących pomocy.","I would like therefore to support the call of the author of the report for the creation of more effective monitoring, as well as the European Commission's idea for putting into place a telephone helpline for children in need of assistance."
4044,"Ważną kwestią jest też problem dzieci pochodzących z rodzin ubogich, imigrantów oraz uchodźców.","Another important issue is that of children from poor, immigrant or refugee families."
4045,"Cierpią one z powodów od siebie niezależnych i przez to często skazane są w przyszłości na gorsze życie niż ich rówieśnicy, którzy nie byli skazani na ucieczkę z ojczyzny.","They are suffering for reasons that are outside of their control and, as a result, are often condemned to a worse life than that experienced by their contemporaries who have not had to flee their own countries."
4046,"Dlatego popieram propozycję przyznania im pełnych praw, niezależnie od sytuacji prawnej ich rodziców, a także umożliwienie im równego dostępu do edukacji.","For this reason I would like to support the proposal to grant them full rights, whatever the legal situation of their parents, and also give them equal access to education."
4047,na piśmie. - Dzisiejsza debata na rzecz praw dzieci porusza wiele podstawowych kwestii dotyczących prawidłowego rozwoju naszej młodzieży.,in writing. - Today's debate concerning the rights of the child raises many fundamental questions concerning the proper development of our young people.
4048,"Przyszłość naszych dzieci, zabezpieczenie im prawidłowego rozwoju, warunkuje, jaka będzie przyszłość naszego kontynentu w zakresie prawidłowych stosunków interpersonalnych.","The future of our children, ensuring they can develop properly, is the issue that determines the future of our continent as regards proper interpersonal relationships."
4049,Prawa dzieci muszą być respektowane.,The rights of the child must be respected.
4050,"Muszą być także respektowane prawa rodziców do ich wychowywania, zgodnie z wartościami, które wyznają.",The rights of parents to bring them up in accordance with the values they believe in must also be respected.
4051,"Mówienie o prawach dzieci i pomijanie kwestii ich prawa do wychowywania się w naturalnych rodzinach, gdzie jest ojciec i matka, jest łamaniem ich praw.","To speak about the rights of the child and to leave out the issue of their right to be brought up in natural families, where there is a father and a mother, is a violation of their rights."
4052,"Przecież decydowanie o adopcji dziecka, które jest przekazywane parom tej samej płci, i decydowanie w ten sposób o jego przyszłym losie, a nawet w pewien sposób narzucanie mu orientacji seksualnej jest łamaniem jego praw podstawowych.","Surely a decision about a child's adoption, where the child is handed over to a couple of the same sex, and thus deciding about the child's future destiny, and, in a way, forcing a sexual orientation on them is a violation of the child's fundamental rights."
4053,"Nie można o tej kwestii milczeć, bo łamie to unijną poprawność polityczną.","We cannot remain silent on this issue, just because it violates EU political correctness."
4054,"Panie Przewodniczący! Gratuluję sprawozdawczyni - pani Pack - i również panu komisarzowi, który świetnie wykonuje swoją funkcję, także przy działaniu na rzecz Europejskiego Instytutu Technologicznego, ale dzisiaj mówimy o czymś innym.","Mr President, I would like to congratulate the rapporteur, Mrs Pack, and also the Commissioner, who is carrying out his duties in an excellent manner, also with regards to his work for the European Institute of Technology. Today, however, we are discussing something else."
4055,Ja chciałem zwrócić uwagę na jedną sprawę.,I would like to draw attention to one particular issue.
4056,"Na początku XX w. Europa zwalczała analfabetyzm, w drugiej połowie XX w. wszyscy Europejczycy potrafili pisać i czytać.",At the beginning of the 20th century Europe was fighting illiteracy; by the second half of the 20th century all Europeans could read and write.
4057,Współczesnym analfabetyzmem jest brak umiejętności posługiwania się komputerem i brak dostępu do Internetu.,Today's illiteracy is lack of computer skills and lack of Internet access.
4058,"Proponowałbym, aby jeszcze większy nacisk położyć na te sprawy.",I would like to propose that there be an even greater emphasis on this issue.
4059,Przepaść cyfrowa dotyczy także przepaści pokoleniowej.,The digital divide also affects the generation gap.
4060,"Chodzi o to, abyśmy wiedzieli za ile lat - za pięć czy za dziesięć - każdy Europejczyk będzie umiał posługiwać się komputerem, niezależnie od wieku, i będzie miał dostęp do Internetu.","The issue is that we should know in how many years, five years or ten years, every European will know how to use a computer, whatever their age, and will have Internet access."
4061,"Mogą temu służyć np. wioski internetowe w bardzo odległych regionach Europy, gdzie w jednej sali można skupić kilka komputerów, z których korzystać będzie mógł każdy mieszkaniec tej miejscowości.","Internet cafes could be used for this in very remote parts of Europe, where several computers are put into a single room, and all the inhabitants could use this location."
4062,To jest wyzwanie na XXI wiek.,This is the challenge of the 21st century.
4063,Techniki teledetekcyjne umożliwiają między innymi monitorowanie upraw czy prognozowanie plonów.,"Remote-sensing techniques make it possible, among other applications, to monitor cultivation and to forecast harvests."
4064,Ich znaczenie dodatkowo wzrasta w kontekście postępujących zmian klimatycznych.,This becomes even more significant in the light of advancing climate change.
4065,"Dzięki teledetekcji możemy wcześniej zidentyfikować warunki niekorzystne dla rozwoju roślin, a przez to lepiej i szybciej przewidzieć obszary zagrożone suszą.","Using remote sensing we can identify, at an earlier stage, conditions that are unfavourable for plant development and, as a result, forecast more quickly and accurately which areas are threatened by drought."
4066,"Techniki te dostarczają danych do modeli ekonometrycznych, które często wykorzystujemy, badając skutki wprowadzenia zmian do funkcjonowania wspólnej polityki rolnej.","These techniques provide data for econometric models, which we frequently use when considering the consequences of introducing changes into the functioning of the common agricultural policy."
4067,Dzięki dokładniejszym danym początkowym zmniejszamy prawdopodobieństwo błędów przewidywanych scenariuszy.,With initial data that is more precise we can reduce the probability of errors in the scenarios forecast.
4068,"Dlatego uważam, że konieczne jest kontynuowanie projektu MARS.","For this reason, I believe that it is vital to continue the MARS project."
4069,"Źródła finansowania projektu powinny jednak pozostać niezmienione, czyli w ramach oddzielnej linii budżetowej, a nie ze środków Europejskiego Funduszu Gwarancji Rolnej.","Financing sources for the project should, however, remain unchanged, i.e. within the framework of a separate budget line, and not from the European Agricultural Guarantee Fund."
4070,"Jako że projekt finansowany jest ze środków wspólnotowych, czyli z podatków naszych obywateli, uważam, że należy przeprowadzić analizę efektywności projektu MARS i potencjalnych możliwości jego zastosowania, które jeszcze nie są wykorzystane.","Since the project is financed from EU funds, i.e. from the taxes of our citizens, I believe that an investigation should be carried out on the efficiency of the MARS project and on its potential applications that have not yet been put into use."
4071,"W pełni zgadzam się z kolegą sprawozdawcą, jak zwykle gratulując mu świetnego sprawozdania, iż musimy zadbać o to, by system był bardziej skonsolidowany, a przede wszystkim bardziej wydajny i większej użyteczności.","As usual I would like to congratulate the rapporteur on an excellent report, and I fully agree with him that we must make sure that the system becomes more consolidated and, above all, more productive and more useful."
4072,"Ostatnią sprawą, do której chciałbym się odnieść, jest dostęp do danych.",The final issue that I would like to consider is access to data.
4073,"Każdy powinien mieć prawo skorzystania z tego źródła informacji, nie tylko decydenci na poziomie unijnym, ale także państwa członkowskie czy instytuty badawcze i naukowe.","Everyone should have the right to make use of this source of information, not just EU decision-makers but also Member States and research and academic institutions."
4074,"Dane te mogą znaleźć wykorzystanie nawet na poziomie gospodarstwa, przykładowo rolnictwo precyzyjne uwzględnia informacje pozyskiwane z teledetekcji do optymalizacji zabiegów agrotechnicznych.","The data could even be useful at the level of the farm: for example, farmers could apply the information obtained from remote sensing in optimising agricultural treatments."
4075,"Panie Przewodniczący! Chcę wesprzeć stanowisko sprawozdawcy, podkreślające fakt, że techniki teledetekcji mogą służyć Komisji Europejskiej: po pierwsze, do wspomagania zarządzania rynkami rolnymi, po drugie, umożliwiania monitorowania warunków upraw, pozwalając jednocześnie na prognozowanie zbiorów, po trzecie wreszcie, prognozowanie to z kolei powinno mieć wpływ na kształtowanie się cen surowców rolnych - co będzie szczególnie ważne w najbliższych latach w sytuacji rosnących ciągle cen żywności.","Mr President, I would like to support the view taken by the rapporteur and emphasise that remote-sensing techniques can be useful to the European Commission: first of all, in helping to manage agricultural markets, secondly, by making it possible to monitor cultivation and at the same time to forecast harvests, and thirdly and finally, this forecasting should have an impact on the prices of agricultural raw materials, which will be particularly important in the next few years, in a situation where the prices of foodstuffs are constantly rising."
4076,"Spełnianie chociażby niektórych z wyżej wymienionych celów pozwala na to, aby uznać teledetekcję za metodę dostarczającą ważnych informacji, pozwalających na odpowiednie kształtowanie zarządzania rynkami poszczególnych produktów rolnych.","Even if some of the objectives named above were to be fulfilled, this would be sufficient to acknowledge that remote sensing is a method that provides important information that is helpful in the proper management of the markets of individual agricultural products."
4077,"Oceniając pozytywnie tę metodę, chcę jednocześnie podzielić pogląd sprawozdawcy, że przedsięwzięcia w tej dziedzinie powinny być finansowane jednak ze specjalnej linii budżetowej, a nie z Funduszu Gwarancji Rolnych.","At the same time as giving this method a positive assessment, I would also like to state that I share the view of the rapporteur that work in this area should be financed from a special budget line, and not from the Agricultural Guarantee Fund."
4078,"w imieniu grupy PPE-DE. - Panie Przewodniczący! Pan przewodniczący Gargani bardzo dokładnie zobrazował sytuację posłów do Parlamentu Europejskiego w kontekście prawa polskiego i nierównego traktowania w tymże samym kontekście w odniesieniu do posłów krajowych, a także do senatorów.","on behalf of the PPE-DE Group. - Mr President, Chairman Gargani presented the situation of Members of the European Parliament in the context of Polish law very clearly, as also their unequal treatment in this same context as regards Members of Parliament in Poland, and also with regard to senators."
4079,"Zgadzam się z tezą pana komisarza Frattiniego, że łamie to zasadę równego traktowania posłów wobec prawa.",I would agree with the argument put forward by Commissioner Frattini that this violates the principle of equal treatment of Members of Parliament before the law.
4080,"Chcę poinformować państwa, iż aktualnie rządząca w Polsce koalicja Platformy Obywatelskiej i Polskiego Stronnictwa Ludowego już rozpoczęła przygotowania do zmiany tego prawa, tak aby zrównać prawa posłów do Parlamentu Europejskiego z prawami posłów krajowych i senatorów.","I would like to inform you that the present ruling coalition in Poland, the Platforma Obywatelska and the Polskie Stronnictwo Ludowe, has already begun work on changing this law so as to make it the same for Members of the European Parliament, Members of Parliament in Poland and for Senators."
4081,"Ta zmiana będzie szła w kierunku takiego samego zapisu, jaki jest w ordynacji wyborczej do Parlamentu Europejskiego, aby ta sama zasada obowiązywała także w stosunku do posłów i senatorów krajowych.","This change will follow the same direction as the provision that is contained in the European Parliament's electoral law, so that the same principle also applies to Polish Members of Parliament and Polish Senators."
4082,"Ale w tym kontekście, ponieważ pan przewodniczący Gargani powiedział, że rozpoczynamy tu pewnego rodzaju dyskusję nad problemem, który być może jest szerszy, zastanawiam się, czy nie byłoby warto zastanowić się nad wspólną ordynacją wyborczą, przynajmniej zakreśloną w generaliach, wspólną ordynacją wyborczą do Parlamentu Europejskiego dla wszystkich państw członkowskich Unii Europejskiej, dlatego, że dzisiaj mamy bardzo różną sytuację we wszystkich 27 krajach członkowskich.","However, in this context, as Mr Gargani said that we are opening a discussion concerning a problem that may be a wider issue, I wonder whether it may be worth thinking about a common electoral law, at least in terms of general principles, a common electoral law for the European Parliament for all Member States of the European Union, as today there are very different circumstances in the 27 Member countries."
