,fr,en
4614,"Alors même que nous ne partageons pas les préoccupations protectionnistes qui se cachent derrière la défense du ""vrai chocolat"", nous ne voyons aucune raison de voter pour la directive de Bruxelles.","Although we do not share the protectionist concerns hiding behind the defence of 'real chocolate' , we do not see any reason to vote for the Commission directive."
4615,"Après plus de deux ans d' atermoiements, le Conseil a adopté, en octobre 1999, une position commune sur la directive relative aux produits de cacao et du chocolat.","After more than two years of prevarication, the Council finally adopted in October 1999 a common position on the directive relating to cocoa and chocolate products."
4616,"En l' état, ce texte ne permet ni de protéger les intérêts des consommateurs, des artisans-chocolatiers et des producteurs de cacao, ni de garantir la qualité du chocolat.","As it stands, this text does not allow the interests of consumers, small-scale chocolate makers or cocoa producers to be protected. It also does not guarantee the quality of chocolate."
4617,"En effet, il banalise l' emploi de matières grasses végétales autres que le beurre de cacao, ne prévoit pas l' information rigoureuse du consommateur et fait peu de cas de l' absence de méthode fiable d' analyse et de mesure des graisses présentes dans le chocolat.","Instead it allows the widespread use of vegetables fats other than cocoa butter, fails to provide precise information to the consumer and attaches little importance to the absence of a reliable method of analysing and measuring the fats present in chocolate."
4618,Cette proposition ne répond ainsi en rien aux préoccupations exprimées par les députés européens lors du vote en première lecture le 23 octobre 1998.,This proposal in no way responds to the concerns expressed by MEPs during the vote at first reading on 23 October 1998.
4619,"Ce texte ouvre grand la porte à la production industrielle d' équivalents au beurre de cacao à base d' huile de palme, dont le cours est très largement inférieur à celui du cacao.","This text opens the door to the industrial production of cocoa butter equivalents based on palm oil, the price of which is significantly lower than that of cocoa."
4620,Son adoption entraînerait une chute de revenu dramatique pour les onze millions de personnes vivant du cacao en Afrique de l' Ouest et pour l' ensemble des régions productrices.,Its adoption could lead to a dramatic fall in income for the eleven million people earning a living from cocoa in West Africa and for all the producing regions.
4621,"Pour mieux nous faire avaler cette potion amère, on s' est efforcé de conférer au texte un arrière-goût de social en prétendant qu' il permet de défendre les intérêts des pays producteurs de beurre de karité les plus pauvres, tels que le Mali ou le Burkina-Faso.","To help us swallow this bitter pill, an attempt has been made to give the text a social aftertaste by claiming that it defends the interests of the poorest shea butter producing countries such as Mali or Burkina Faso."
4622,"Toutefois, aucune garantie n' existe quant à l' utilisation par l' industrie du chocolat de l' huile de noix de karité qui ne peut en tout état de cause remplacer le beurre de cacao qu' à concurrence de 50 %.","However, there is no guarantee that the chocolate industry will use shea nut oil which, in any case, can only replace 50% of the cocoa butter."
4623,"Il s'agit là d'une opposition largement artificielle entre producteurs de cacao et producteurs de karité, entre pays pauvres et pays encore plus pauvres.","This is a largely artificial conflict between cocoa producers and shea producers, between poor countries and even poorer countries."
4624,"En réalité, cette proposition de directive exprime surtout la position des multinationales du chocolat, et ne défend finalement avec certitude que leurs intérêts.","In reality, this proposed directive mainly reflects the position of the chocolate multinationals and defends only their interests with any certainty."
4625,Elle ne saurait donc me satisfaire.,I am therefore not happy about this.
4626,"C' est pourquoi je soutiens pleinement les amendements qui privilégient les préoccupations des artisans-chocolatiers, les intérêts des consommateurs et l' avenir de millions de paysans producteurs de cacao.","This is why I fully support the amendments which place greater importance on the concerns of small-scale chocolate makers, the interests of consumers and the future of millions of small-scale cocoa producers."
4627,"Je tiens d' entrée de jeu à féliciter le rapporteur pour la ténacité dont il a fait preuve dans ce dossier ""chocolat"".",Firstly I must congratulate the rapporteur on his tenacity in this 'chocolate' issue.
4628,Je rappellerai brièvement les grandes lignes de ce dossier.,Next I will sketch the broad outlines of this issue.
4629,"En 1996, la Commission européenne nous a proposé de modifier la directive de 1973 qui autorisait le Royaume-Uni, l'Irlande et le Danemark à déroger à la norme en vigueur en remplaçant dans le chocolat une partie du beurre de cacao par d'autres matières grasses végétales (MGV) à concurrence d'un maximum de 5 % du poids total.","In 1996, the European Commission proposed amending the 1973 directive which authorised the United Kingdom, Ireland and Denmark to derogate from the applicable rules by replacing part of the cocoa butter in chocolate with other vegetable fats up to a maximum of 5% of the total weight."
4630,"En effet, avec l'adhésion de nouveaux États membres, le nombre de pays autorisant les MGV autres que le beurre de cacao est passé à sept avec la Finlande (qui autorise 10 %), l'Autriche, le Portugal et la Suède.","With the accession of new Member States, the number of countries authorising vegetable fats other than cocoa butter increased to seven with the addition of Finland - which authorises 10% - Austria, Portugal and Sweden."
4631,"Les huit autres l'interdisent (Allemagne, Belgique, Espagne, France, Grèce, Italie, Luxembourg, Pays-Bas).","The eight other Member States - Germany, Belgium, Spain, France, Greece, Italy, Luxembourg and the Netherlands - ban vegetable fats."
4632,"La proposition en question vise donc à donner aux États membres, en général, la possibilité d'autoriser l'addition de graisses végétales autres que le beurre de cacao dans les produits de chocolat à concurrence d'un maximum de 5 % du poids total du produit fini.",The current proposal therefore aims to give Member States the option of authorising the addition of vegetable fats other than cocoa butter to chocolate products up to a maximum of 5% of the total weight of the finished product.
4633,"Cela n' a pas manqué, bien évidemment, de susciter des débats parfois houleux et, surtout, de raviver des préoccupations légitimes chez les consommateurs.",This has clearly succeeded in causing some occasionally stormy debates and has particularly revived legitimate concerns among consumers.
4634,"Ces derniers, qui se sont sentis particulièrement menacés il y a de cela quelques années, lorsque l' Europe, par le biais de directives d' harmonisation, tentait de nous imposer des ""europroduits"", ont manifesté leur volonté de défendre leurs traditions culinaires.","The latter felt particularly threatened some years ago when Europe, through certain harmonisation directives, tried to impose 'Euro-products' on us and they have demonstrated their desire to defend their culinary traditions."
4635,Une tendance salvatrice s' est dessinée par la suite pour promouvoir la qualité de l' alimentation en même temps que la diversité alimentaire.,A campaign has subsequently developed to promote food quality at the same time as food diversity.
4636,"Or, dans ce dossier, s' il n' est pas contestable que les États membres utilisant des MGV à la place du beurre de cacao ont le droit de commercialiser leurs produits, reste à savoir s' il est légitime de les commercialiser sous l' appellation ""chocolat"".","In this case, although it is indisputable that Member States using vegetable fats instead of cocoa butter should be entitled to market their products, the question is whether these can be legitimately marketed under the name 'chocolate' ."
4637,"En effet, la substitution du beurre de cacao par d' autres MGV pose la question de la sauvegarde de la nature même du chocolat.",The replacement of cocoa butter with other vegetable fats raises a question about protecting the very nature of chocolate.
4638,"Il faut donc encadrer ce marché de garanties suffisantes pour les consommateurs, certes, mais également pour les producteurs de cacao.",Adequate guarantees must therefore be provided for both consumers and cocoa producers.
4639,Nous devons exiger :,We must demand the following:
4640,une mention très explicite à destination des consommateurs pour qu' ils puissent acheter en connaissance de cause ;,very explicit wording intended for consumers so that they can buy chocolate in full knowledge of the facts;
4641,"la réservation de la mention ""chocolat de qualité"" aux produits qui contiennent du beurre de cacao ;",the reservation of the name 'quality chocolate' for products which contain cocoa butter;
4642,la limitation des MGV de substitution aux matières végétales tropicales non obtenues au moyen de procédés de production enzymatiques et non issues du génie génétique ;,the restriction of alternative vegetable fats to tropical fats not obtained using enzymatic production processes and not originating from genetic engineering;
4643,une évaluation de l' impact d' une telle mesure sur les exportations de cacao dans les PVD.,a study into the impact of such a measure on the export of cocoa by developing countries.
4644,Je souscris à ces exigences qui se retrouvent dans les amendements déposés par le rapporteur.,I support these demands which are contained in the amendments tabled by the rapporteur.
4645,Je suis en effet un consommateur soucieux de la qualité et du goût du chocolat traditionnel.,I myself am a consumer who is concerned about the quality and taste of traditional chocolate.
4646,"Je pense par ailleurs que la politique de protection des consommateurs, élevée au rang de politique communautaire, ne se résume pas à la sécurité alimentaire et à la protection de la santé.","I also believe that consumer protection policy, elevated to the rank of a Community policy, does not just involve food safety and the protection of health."
4647,"Elle doit viser à la promotion d' une alimentation de qualité qui fait partie d' une philosophie plus générale, celle de la qualité de la vie !",It must aim to promote quality food which is part of a more general philosophy of quality of life!
4648,"Cette proposition de directive de 1996 entre dans le cadre de la réalisation de l' harmonisation du marché intérieur, la Commission donnant ainsi aux États membres la possibilité d' autoriser l' addition de graisses végétales autres que le beurre de cacao dans les produits de chocolat à concurrence d' un maximum de 5 % du poids total du produit fini.",This proposed directive dating from 1996 is connected with the harmonisation of the internal market. The Commission is therefore giving Member States the option to authorise the addition of vegetable fats other than cocoa butter to chocolate products up to a maximum of 5% of the total weight of the finished product.
4649,"Elle prévoit aussi la commercialisation de ces produits de chocolat contenant des matières grasses végétales (MGV) dans tous les États membres, sous réserve d' un étiquetage mentionnant la liste des ingrédients.","The directive also provides for the marketing of these chocolate products containing vegetable fats in all Member States, subject to a label which lists the ingredients."
4650,"À l' instar du rapporteur, je suis d' avis de revenir à la première lecture que notre Parlement avait faite en 1997 et de ne pas autoriser cette addition et cette commercialisation.",I agree with the rapporteur that we should go back to the text adopted at first reading in this House in 1997 and that we should not authorise this addition and this marketing. I still believe that the name 'quality chocolate' should be reserved for chocolate which does not contain any alternative vegetable fats.
4651,"Je continue à penser qu' il nous faut réserver la mention ""chocolat de qualité"" aux seuls chocolats ne contenant pas de MGV de substitution et à préconiser une étude d' impact sur les exportations de cacao des pays en développement ; enfin, je souhaite toujours un étiquetage clair et précis pour les consommateurs.","A study into the impact of such a measure on developing countries' cocoa exports should be recommended. Finally, I still want clear and precise labelling for consumers."
4652,"Il s' agit là d' une position de principe, difficilement négociable, puisqu' il en va de la défense de produits de qualité et de celle des consommateurs que nous sommes tous.","This is a position of principle which is not really open to negotiation, just like the protection of quality products and consumers which we all are."
4653,"C' est pourquoi j' incite notre Assemblée à voter les amendements déposés par notre rapporteur et, ce faisant, à s' exprimer contre la position de la commission de l' environnement, de la santé publique et de la politique des consommateurs.","This is why I encourage this House to vote for the amendments tabled by our rapporteur and, in so doing, to take a stand against the position of the Committee on the Environment, Public Health and Consumer Policy."
4654,On marche sur la tête.,This is all cock-eyed.
4655,"Dans une Europe qui clame sa volonté de protéger le consommateur, qui parle labels de qualité et authenticité, nous voilà face à une position commune du Conseil qui préfère dénaturer un produit jusqu' ici de qualité, le chocolat, plutôt que de froisser les multinationales de l' agroalimentaire.","In a Europe which claims to want to protect the consumer and which talks of quality and authenticity labels, here we have a common position from the Council which aims to change the nature of what has, up to now, been a quality product, namely chocolate, rather than upset the food multinationals."
4656,"Doit-on s' en étonner d' ailleurs, puisque cette même Europe produit des vaches folles, des moutons tremblants, des poulets à la dioxine, importe de la viande aux hormones et des céréales génétiquement modifiées.","What is even more astonishing is that this same Europe produces mad cows, sheep with scrapie and chickens containing dioxin and imports hormone-treated beef and genetically modified cereals."
4657,"Certes, on ""informe"" le consommateur que le produit qu' il achète est frelaté. Mais quelle hypocrisie !",Of course we should 'inform' consumers that the products they are buying are adulterated.
4658,"Quelle information ! En caractères minuscules, dans un langage incompréhensible, au dos des emballages.",Yet this is nonsensical when this information is written in small letters in an incomprehensible language on the back of the packaging.
4659,"Vous avez l' habitude de faire n' importe quoi au nom de vos dogmes, de la libre circulation, de la libre concurrence, du libre échange.","You are accustomed to doing anything you like in the name of your dogmas, free movement, free competition and free trade."
4660,"De grâce, ne faites plus n' importe quoi avec nos traditions gastronomiques, nos produits de qualité ou du terroir.","Please stop messing about with our gastronomic traditions, our quality products and our soil."
4661,Ne jouez plus avec l' alimentation.,Stop playing with our food.
4662,"Cela, ce sera un véritable progrès.",Now that would be real progress.
4663,"Vous l' aurez compris : mes collègues de la coordination des droites européennes et moi-même voterons pour ""l' option zéro"", zéro matières grasses végétales autres que le beurre de cacao dans le chocolat.",Understand this. I and my colleagues on the European right will vote for the 'zero option' which is no vegetable fats other than cocoa butter in chocolate.
4664,L'eussiez-vous cru ?,Who would have believed it?
4665,"Plus de vingt-cinq ans après le premier débat du Parlement européen sur le chocolat, je suis de nouveau mêlée à une discussion sur la grande question de savoir si un produit peut être appelé chocolat lorsqu'il n'est pas fabriqué exclusivement à partir de beurre de cacao.",More than twenty-five years after the first debate on chocolate in the European Parliament and I am again involved in a discussion on the big question of whether a product can be called chocolate when it is not made exclusively from cocoa butter.
4666,"Aujourd'hui comme il y a vingt-cinq ans, cette question divise le Parlement au point que mon groupe n'avait pas fait de liste de vote et que la discipline de groupe ne jouait pas, ce que j'adore en pareille circonstance.","Today, as twenty-five years ago, this question has divided this House to the point that my Group did not produce a voting list and group discipline could not be imposed, which I love in such a case."
4667,"Je pouvais donc me prononcer librement en faveur de la solution qui me paraît la meilleure pour les producteurs de vrai chocolat, tel que l'apprécient les gourmets qui estiment qu'il faut appeler un chat un chat et du chocolat chocolat, pour autant qu'il soit effectivement fabriqué avec du beurre de cacao.","I can therefore freely come out in favour of the solution which seems best to me for the producers of real chocolate, as appreciated by the gourmets who believe in calling a spade a spade and calling chocolate chocolate, provided that it is actually made with cocoa butter."
4668,"Je regrette vivement qu'on n'ait pu se mettre d'accord sur la solution qui me semblait la plus sensée, à savoir, que l'appellation ""chocolat"" soit réservée aux produits incorporant 100 % de matières grasses végétales issues du cacao et que la présence d'autres matières grasses soit indiquée visiblement sur l'emballage des produits qui en contiennent, afin d'informer le consommateur et de ne pas l'induire en erreur, étant bien entendu que la commercialisation de ces produits dans le marché unique serait garantie.","I deeply regret that we could not agree on the solution which seemed to me to be the most sensible which was that the name 'chocolate' should be reserved for products containing 100% of vegetable fats originating from cocoa and that the presence of other fats should be clearly indicated in the packaging of products containing these. In this way the consumer could be informed and not led astray, given of course that the marketing of these products in the single market would be guaranteed."
4669,"En matière de chocolat comme dans d'autres domaines, il y a des cultures et des traditions diverses, nous le savons.","In terms of chocolate, as in other areas, different cultures and traditions exist."
4670,Tous les goûts sont dans la nature.,Everyone has different tastes.
4671,"À côté de l'aspect ""goût et qualité du produit"", on trouve bien sûr l'aspect ""politique de développement"" : en effet, les pays associés, les ACP, redoutent des pertes de revenus de quelque 160 millions de dollars si nos grands producteurs industriels de chocolat venaient à utiliser d'autres graisses végétales à concurrence de 5 %, chiffre prescrit mais non contrôlable.","In addition to the 'product quality and taste' aspect there is, of course, the 'development policy' aspect. The ACP countries fear losses of income in the region of 160 million dollars if our large industrial chocolate producers use up to 5% of other vegetable fats, with this percentage being the recommended figure but not actually being verifiable."
4672,"Les choses étant ce qu'elles sont, j'aurais préféré le rejet de la position commune, de la même manière que je préfère le bon chocolat artisanal à un produit industriel actuellement non contrôlable.","The situation being as it is, I would have preferred the common position to be rejected in the same way that I prefer good handmade chocolate to an industrial product which is currently unverifiable."
4673,"Malheureusement, un petite majorité au sein du Parlement ne s'est pas prononcée de telle sorte que les consommateurs puissent jouir du bon et vrai chocolat.","Unfortunately, a small majority in this House has failed to ensure that consumers can enjoy real chocolate."
4674,"Cette directive modifie la définition même du chocolat qui devrait être, nous le pensons, fabriqué à partir des fèves et du beurre de cacao.","This directive alters the very definition of chocolate which should, in our opinion, be made from cocoa butter and beans."
4675,Nous n'avons pas le droit d'induire le consommateur en erreur en employant l'appellation chocolat pour désigner des produits qui ne sont pas nécessairement fabriqués à partir du cacao.,We do not have the right to mislead the consumer by using the name 'chocolate' to designate products which are not necessarily made from cocoa.
4676,Les consommateurs exigent une information claire et nette.,Consumers require clear and specific information.
4677,Ils ne souffrent plus d'être trompés.,They should no longer be deceived.
4678,Le vote d'aujourd'hui allait bien au-delà du seul problème du chocolat. C'est la confiance de nos concitoyens qui est en jeu.,Today' s vote went beyond the problem of chocolate alone and has threatened the confidence of our fellow citizens.
4679,"C'est pourquoi j'ai voté tous les amendements qui visaient à améliorer cette directive et qui étaient présentés par la commission de l'environnement, de la santé publique et de la politique des consommateurs.","This is why I voted for all the amendments which aimed to improve this directive and which were tabled by the Committee on the Environment, Public Health and Consumer Policy."
4680,"Malgré les efforts louables de Paul Lannoye, je n' ai personnellement pas voté en faveur du texte qui nous a été soumis, qui vise à autoriser l' inclusion de 5 % de matières grasses végétales (MGV) dans le chocolat, parce qu' elle est le type même de règlement européen qui suscite l' incompréhension de nos concitoyens et fait le lit de l' euroscepticisme.","Despite the commendable efforts of Mr Lannoye, I personally voted against this text which aims to authorise the addition of 5% of vegetable fats to chocolate. This is the very type of European regulation which leads to a lack of understanding among our fellow citizens and which prepares the ground for Euro-scepticism."
4681,"Va-t-on demain harmoniser la composition du ketchup, de la moutarde, des charcuteries, des fromages, de la bière ou des pizzas, au nom d' un marché unique visant à promouvoir un goût unique dans le seul but de faciliter le ""business"" alimentaire ?","Will we now harmonise the composition of tomato ketchup, mustard, cooked meats, cheese, beer or pizzas, all in the name of a single market aiming to promote a single taste solely for the benefit of the food business?"
4682,"S' il est légitime, par souci de santé publique, d' édicter des législations sur les procédés de fabrication et sur la traçabilité des produits, il ne l' est pas moins de vouloir imposer un ""costume mao"" gastronomique à toute l' Europe dans le seul intérêt de la grande industrie.","Although it is legitimate, out of concern for public health, to lay down legislation on manufacturing processes and the traceability of products, it is not legitimate to impose a standard food style for the whole of Europe solely in the interests of 'big business' ."
4683,"Si la construction du marché intérieur est un moyen de renforcer l' Europe dans la compétition mondiale, elle ne doit pas s' ériger en dogme totalitaire et s' immiscer dans tous les registres de notre vie domestique.","Although the construction of the internal market is a way to strengthen Europe in the face of world competition, this must not lead to a totalitarian dogma and meddling at all levels of our home life."
4684,"En particulier, la diversité de la gastronomie et des habitudes alimentaires de l' Europe fait partie de son patrimoine et de sa culture, fût-ce au prix de spécificités locales étrangères au marché intérieur.","In particular, the diversity of Europe' s gastronomy and food customs is part of its heritage and culture, if only at the cost of local specialities foreign to the internal market."
4685,"D' une Europe du consommateur standardisée, en stabulation libre dans un grand marché intérieur uniformisé, les Européens ne veulent pas.",The people of Europe do not want this to be a place with standardised consumers living in a large uniform internal market.
4686,"De l' Europe, ils attendent une grande ambition politique plutôt que des règlements vétilleux et accessoires.","They expect major political ambition from Europe, not punctilious regulations of secondary importance."
4687,"Les avatars de la nouvelle ""directive chocolat"" illustrent d' abord la lourdeur et la lenteur extraordinaires du processus législatif communautaire.",The misadventures of the new 'chocolate directive' primarily illustrate the extraordinary weight and slowness of the Community' s legislative process.
4688,"Lancée au Conseil d' Edimbourg en 1992, la ""simplification"" de la directive de 1973 n' a abouti qu' en 1996 à une proposition de la Commission, examinée en première lecture par notre Parlement en 1997, et il aura fallu attendre encore près de deux ans et demi pour que le Conseil arrête une position commune qui nous est soumise aujourd' hui.","Introduced at the Edinburgh Council in 1992, the 'simplification' of the 1973 directive became a Commission proposal only in 1996 and was considered at first reading by this House in 1997. It has taken another two and a half years for the Council to adopt a common position which is before us today."
4689,Une aussi longue élaboration aboutit-elle au moins à un texte utile ?,Has such a long process at least resulted in a practical text?
4690,La réponse est clairement négative.,The answer is clearly no.
4691,La nouvelle directive ne répond à aucune nécessité.,The new directive does not meet any of the relevant needs.
4692,"La directive de 1973 définissait clairement, sans aucune ambiguïté, ce qu' est le chocolat : un produit composé de sucre et de cacao.",The 1973 directive clearly and unambiguously defined chocolate as a product made with sugar and cocoa.
4693,"Pour tenir compte des habitudes alimentaires de certains pays du Nord, quelques dérogations avaient été prévues.","To take account of the food customs of certain northern countries, derogations were specified."
4694,La situation était donc satisfaisante.,The situation was therefore satisfactory.
4695,Pourquoi la changer ?,So why change it?
4696,"Pourquoi, sous prétexte de la ""simplifier"", entreprend-on en réalité de subvertir la directive de 1973 ?","Why, under the pretext of 'simplification' , has it actually been attempted to subvert the 1973 directive?"
4697,L' acquis communautaire ne serait-il donc plus intouchable ?,Might the rest of the acquis communautaire no longer be untouchable?
4698,"En fait, si l' on change le contenu de la directive, c' est sous la pression des cinq multinationales (Nestlé, Suchard, Mars, Cadbury et Ferrero) qui se partagent déjà plus de 70 % du marché européen, mais dont la double législation actuelle gênait encore la production.","In effect, if the content of the directive is being changed, this is due to the pressure of the five multinationals - Nestlé, Suchard, Mars, Cadbury and Ferrero - which already share over 70% of the European market but whose production capacity is hindered by the current dual legislation."
4699,"Un site implanté en France, par exemple, ne peut produire du chocolat ne correspondant pas aux normes françaises, selon lesquelles il ne peut comporter de matières grasses végétales autres que du beurre de cacao.","A site located in France, for example, cannot produce chocolate which does not meet the French standards. These stipulate that chocolate cannot contain vegetable fats other than cocoa butter."
4700,"Mais surtout, il s' agit pour ces multinationales de minimiser le coût de leurs matières premières. Tant pis si c' est au prix d' une dénaturation de la composition du chocolat.","However, these multinationals particularly want to minimise the cost of their raw materials and do not care that this will be at the cost of a change in the composition of chocolate."
4701,Le beurre de cacao représente en effet 8 à 9 % du prix total du chocolat.,Cocoa butter represents 8 to 9% of the total price of chocolate.
4702,Le beurre de karité vaut un tiers du prix du beurre de cacao et celui de l' huile de palme est dix fois moins élevé.,Shea butter costs a third of the price of cocoa butter and palm oil butter is ten times cheaper.
4703,"En adoptant une liste de substituts au beurre de cacao et en prévoyant un pourcentage, la nouvelle directive ouvre une brèche, et c' est là l' essentiel.","By adopting a list of alternatives to cocoa butter and by specifying a percentage, this new directive is opening the door to further changes and this is the heart of the matter."
4704,"Il suffira demain de l' élargir, d' accroître le pourcentage et d' ajouter par exemple le soja aux matières grasses végétales qu' on nous propose aujourd' hui.","Tomorrow, the percentage will simply have to be increased and then soya, for example, could be added to the vegetable fats proposed today."
4705,"Le beurre de karité aura joué son rôle d' alibi, et ses producteurs connaîtront alors les mêmes effets que ceux qui vont peser, dans le sens d' une baisse des cours, sur les producteurs de cacao, du fait de l' adoption d' une directive qui ignore résolument ses propres conséquences en matière de développement et reporte cyniquement leur examen aux calendes grecques.",Shea butter will have played its role as an alibi. Its producers will then experience the same problems which are now going to be suffered by cocoa producers given the fall in prices which will follow the adoption of a directive which resolutely ignores its own development consequences and cynically postpones their examination indefinitely.
4706,"Pour parvenir à leurs fins - produire et vendre moins cher partout dans l' Union un faux chocolat sous le nom de chocolat - ces multinationales n' ont eu de cesse que les dérogations de 1973 deviennent la règle, au mépris des intérêts des chocolatiers et des producteurs de cacao.","To achieve their aim of being able to produce and sell imitation chocolate under the name of chocolate at a lower price throughout the Union, these multinationals have worked ceaselessly to make the 1973 derogations the rule, regardless of the interests of chocolate makers and cocoa producers."
4707,La position commune fait pleinement droit à leurs revendications en proposant d' ériger en règle uniforme et obligatoire pour l' ensemble des quinze États membres une dérogation qui correspondait à une habitude alimentaire confinée à certains d' entre eux.,"The common position fully grants their demands by proposing to establish, as a uniform and compulsory rule for all fifteen Member States, a derogation which used to correspond to a food custom confined to just a few States."
4708,"Hausse-t-on ainsi, du moins, le niveau d' exigence et de qualité pour l' ensemble des États membres ?",Will this at least increase the level of requirements and quality for all Member States?
4709,Point du tout.,Not at all.
4710,C' est le contraire.,"In fact, quite the contrary."
4711,"L' alignement se fait, comme d' habitude, sur le plus petit commun dénominateur.","As usual, harmonisation is occurring at the lowest common denominator."
4712,"Ce qui est généralisé, c' est le degré inférieur de qualité, pour imposer finalement un eurogoût standardisé, au détriment de la qualité gustative.","It is the lowest quality level which will be generalised in order to ultimately impose a standardised Euro-taste, to the detriment of taste quality."
4713,"Et la charge de la preuve de qualité incombe paradoxalement à l' artisan chocolatier à qui, qu' il en soit réconforté, il n' est pas interdit d' indiquer qu' il n' a pas ajouté de matières grasses végétales autres que le beurre de cacao ! ! !","Paradoxically, the burden of proof for quality will fall on the small-scale chocolate maker who can be comforted by the fact that he is not prohibited from indicating that he has not added vegetable fats other than cocoa butter!"
4714,Le nouveau texte permettra-t-il du moins au consommateur de distinguer aisément entre vrai et faux chocolat ?,Will the new text at least allow the consumer to easily distinguish between true and imitation chocolate?
4715,"Non, car le texte de la directive est un texte malhonnête, dans la mesure où il prévoit la possibilité d' introduire dans le processus de fabrication du chocolat un pourcentage extrêmement précis (5 %) de matières grasses végétales autres que le beurre de cacao, alors que nous ne disposons pas, chacun le sait, de méthode d' analyse fiable permettant de le contrôler.","The answer is no because the text of the directive is dishonest. It specifies the option of introducing into the chocolate manufacturing process an extremely precise percentage of 5% of vegetable fats other than cocoa butter, whereas everyone knows that we do not have a reliable method of analysis allowing this percentage to be verified."
4716,La Commission fixe donc un pourcentage qu'elle sait invérifiable.,The Commission is therefore setting a percentage which it knows is unverifiable.
4717,Cela s' appelle une tromperie.,This is deceitful.
4718,Le texte comporte également des dispositions malhonnêtes en matière d' étiquetage.,The text also contains dishonest provisions in terms of labelling.
4719,"Notre Parlement avait opportunément adopté en première lecture, à l' initiative de M. Lannoye, un amendement prévoyant l'obligation de faire figurer, sur la face antérieure du produit, une mention clairement lisible indiquant la présence de matières grasses végétales autres que le beurre de cacao.","On Mr Lannoye' s initiative, this House rightly adopted at first reading an amendment specifying the obligation to place, on the front of the product, clearly legible wording indicating the presence of vegetable fats other than cocoa butter."
4720,"Cet amendement n' ayant pas été retenu par le Conseil, le consommateur ne sera donc pas correctement informé.","As this amendment was not retained by the Council, the consumer will not be correctly informed."
4721,"Dans tous les pays et pour tous les consommateurs attachés au chocolat authentique, l' appellation chocolat pourra désormais couvrir en toute légalité un produit entièrement dénaturé.","In all countries and for all consumers with a taste for real chocolate, the name 'chocolate' can now legally cover a completely different product."
4722,"À la faveur d' un mécanisme communautaire qui a constamment pour effet de diluer la responsabilité de chacun, on change ainsi la définition d' un produit de base de notre alimentation, et cela dans le seul but de permettre à quelques multinationales de maximiser leurs profits.","Through a Community mechanism which is constantly diluting everyone' s responsibility, the definition of one of our basic foodstuffs is being changed, solely for the purpose of allowing a few multinationals to maximise their profits."
4723,"Amateurs de chocolat, savourez religieusement vos prochains ufs de Pâques !","Chocolate lovers, religiously savour your next Easter eggs!"
4724,"Ce sera la dernière fois que vous pourrez être assurés qu' ils sont fabriqués en véritable et authentique chocolat, celui d' avant la grande harmonisation.",This will be the last time you can be sure that they have been made with real pre-harmonisation chocolate.
4725,"Et après le chocolat, à qui le tour ?",What will be next after chocolate?
4726,"Étiquetage, quand tu nous tiens...","When labelling comes in the door, sense flies out the window..."
4727,Voici un signe distinctif au niveau européen auquel nous voulons redonner ici de la vigueur.,This is a distinctive label used throughout Europe which we want to imbue with renewed vigour.
4728,"Ce label, tout comme la marque française NF Environnement, est d'application volontaire, c'est-à-dire qu'il appartient aux industriels d'en faire la demande.","Like the French NF Environnement mark, this label is voluntary which means that it is up to manufacturers to apply for it."
4729,"Il repose sur le principe d'une approche globale, qui prend en considération tout le cycle de vie du produit.",It is based on the principle of a global approach which takes account of the whole life cycle of the product.
4730,Tous les signes nationaux ne doivent cependant pas être mis en arrière plan.,"However, we must not cast aside all the national logos."
4731,"En effet, les consommateurs, les acheteurs ont leurs propres codes, et ont forgé leur confiance sur les logos qu'ils connaissent.",Consumers and buyers have their own codes and have built up their confidence on the logos which they know.
4732,"La volonté de supplanter le logo national reviendrait encore une fois à troubler le citoyen habitant dans l'Union européenne, perdu entre les listes d'ingrédients, les labels qualité, les logos, les références aux régions... une forêt d'indications.","Any attempt to replace the national logos would end up once again confusing the people of Europe who are lost among a forest of markings including lists of ingredients, quality labels, logos and references to regions."
4733,On se croirait presque devant une tablette de chocolat...,You could almost imagine yourself faced with a bar of chocolate!
4734,"Ayant à cur de défendre les PME en matière de facilités d'accès aux éco-labels communautaires qui doivent être envisagés, nous apportons notre soutien au rapporteur.","As our main goal is to help SMEs gain access to these essential Community eco-labels, we support the rapporteur."
4735,La discussion sur la Charte des droits fondamentaux révèle l'absence de légitimité et de transparence de la construction de l'Europe. Car c'est bien le droit de la concurrence et du profit qui prime aujourd'hui sur les droits humains.,"- The discussion about the Charter of Fundamental Rights shows the lack of legitimacy and transparency in the construction of Europe, for today the laws of competition and profit are quite evidently taking precedence over human rights."
4736,"Nous sommes pour une autre logique, partant de l'exigence de subordination de l'économie à la satisfaction des droits et besoins humains et écologiques.","We prefer a different approach, under which economic aspects must always come second to the satisfaction of human and environmental needs."
4737,"L'élaboration de la Charte devrait s'effectuer au travers d'un grand débat public mené par tous les peuples, y compris ceux des pays candidats, en associant les syndicats, les associations, les mouvements de femmes, de chômeurs, dans un processus constituant.","The Charter should be drafted on the basis of a broad public debate among all the people, including those in the candidate states, and also involve the unions, the associations, the women's movements and the unemployed, in a constituent process."
4738,"Sur la base des acquis les plus avancés, une telle Charte devrait mêler droits sociaux et droits démocratiques.",A Charter of this kind should be based on the most progressive acquis and combine social and democratic rights.
